#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    10.5953        8.93769        10.5684        21.0998        65.1348       -41.7128       0.203837E+11    10.3936        1.03936        88.4300       0.187916E+11   0.140617E+10   0.185968E+09   0.313988E+10    0.00000        0.00000        0.00000               0           0      148714
           2    10.6189        8.67359        10.6620       -95.8627        133.527       -53.8993       0.217908E+11    10.5310        1.05310        88.2300       0.197363E+11   0.176376E+10   0.290737E+09   0.295405E+10    4.05562       -45.3084        16.0629               0           1      120236
           3    10.6708        9.09040        10.5708       -66.3395        64.2492       -18.5951       0.107484E+11    8.17264       0.817264        67.6300       0.983431E+10   0.806688E+09   0.107413E+09   0.171423E+10    12.9475        26.1986       0.411738               0           1       77368
           4    10.9094        9.50254        10.6036       -49.2533        39.4226       -45.2339       0.629808E+10    6.95458       0.695458        59.2700       0.566541E+10   0.586515E+09   0.461481E+08   0.845851E+09    53.8811        96.9044        6.04226               0           1       59827
           5    10.4642        8.24298        10.7359       -8.43819        166.497       -57.3146       0.732645E+10    7.36340       0.736340        60.9800       0.673934E+10   0.546919E+09   0.401889E+08   0.986272E+09   -22.4964       -119.183        28.7359               0           1       54133
           6    10.4660        8.30602        10.7155       -53.9372        125.014       -49.2050       0.355701E+10    5.75677       0.575677        49.8900       0.327461E+10   0.238016E+09   0.443806E+08   0.145525E+10   -22.1790       -108.368        25.2344               0           1       54095
           7    10.6234        8.71064        10.6510       -106.119        19.2014       -87.1366       0.105062E+11    6.12167       0.612167        50.5900       0.935290E+10   0.995075E+09   0.158227E+09   0.132472E+10    4.81391       -38.9522        14.1844               0           1       44804
           8    10.8556        9.41930        10.5722       -27.5667        64.0402       -18.1907       0.570574E+10    6.53787       0.653787        53.9200       0.492987E+10   0.754723E+09   0.211514E+08   0.238556E+09    44.6633        82.6239       0.650204               0           1       31507
           9    10.3923        8.46729        10.7386        11.0862        68.5494       -53.1204       0.650046E+10    7.09183       0.709183        60.5300       0.598958E+10   0.479868E+09   0.310060E+08   0.512845E+09   -34.8245       -80.7007        29.2043               0           1       29373
          10    10.5989        8.58259        10.6788       -83.3051        141.858       -33.9092       0.287416E+10    5.17142       0.517142        42.8100       0.244488E+10   0.390425E+09   0.388565E+08   0.396446E+09   0.617608       -60.9201        18.9503               0           1       28217
          11    10.1402        8.45769        10.9708       -25.6132        143.879       -95.9694       0.820198E+10    7.21638       0.721638        59.5200       0.741202E+10   0.734353E+09   0.556089E+08   0.589356E+09   -78.0690       -82.3477        69.0468               0           1       28016
          12    10.1052        8.48566        11.0319        41.2978        57.0082       -136.597       0.215942E+10    4.83053       0.483053        39.8400       0.193115E+10   0.215757E+09   0.125153E+08   0.189638E+09   -84.0787       -77.5492        79.5273               0           1       20969
          13    10.1880        8.40573        10.9065       -2.75711        130.021       -83.5679       0.151190E+10    4.30557       0.430557        35.6100       0.137045E+10   0.126675E+09   0.147680E+08   0.199031E+09   -69.8823       -91.2618        58.0019               0           1       17469
          14    10.4280        8.44126        10.7060       -44.8656        111.782       -58.1622       0.139784E+10    4.05407       0.405407        33.6000       0.124325E+10   0.149914E+09   0.466831E+07   0.206933E+09   -28.6913       -85.1664        23.6115               0           1       16736
          15    10.1179        8.49382        10.9903        78.7694       -3.35822       -64.5376       0.772006E+10    6.19853       0.619853        59.0100       0.680819E+10   0.871228E+09   0.406432E+08   0.395208E+09   -81.9051       -76.1493        72.3905               0           1       15809
          16    10.5862        8.92867        10.5551       -28.0183       -25.6052        11.3051       0.560784E+10    3.71884       0.371884        35.4900       0.514550E+10   0.313069E+09   0.149279E+09   0.238764E+10   -1.56632       -1.54745       -2.27142               0           0       15802
          17    10.3561        8.43664        10.7606        18.8382        109.841       -85.2443       0.130572E+10    4.01941       0.401941        33.2800       0.115986E+10   0.140437E+09   0.541466E+07   0.132417E+09   -41.0366       -85.9590        32.9785               0           1       15328
          18    9.85104        8.29453        10.6773        8.12571        88.6902       -59.4796       0.158884E+10    4.47524       0.447524        37.5800       0.149791E+10   0.845007E+08   0.643318E+07   0.119613E+09   -127.682       -110.339        18.6946               0           1       14493
          19    10.5372        8.80461        10.5714        59.9424        101.758       -46.8188       0.102277E+10    3.74218       0.374218        30.8800       0.941125E+09   0.759842E+08   0.565694E+07   0.965709E+08   -9.96064       -22.8309       0.514673               0           1       14123
          20    9.79585        8.18418        10.6442        10.0135        112.632       -47.7186       0.117552E+10    4.02747       0.402748        33.2200       0.110316E+10   0.684248E+08   0.393249E+07   0.135904E+09   -137.150       -129.270        13.0144               0           1       13914
          21    10.6099        8.91223        10.3949       -95.5403        88.8815        37.8247       0.177716E+10    4.44796       0.444796        36.8300       0.152668E+10   0.239940E+09   0.105440E+08   0.132098E+09    2.50474       -4.36786       -29.7618               0           1       13634
          22    10.4968        8.69131        11.0603       -41.7370        92.8417       -109.555       0.185574E+10    4.58641       0.458641        38.3300       0.163442E+10   0.208940E+09   0.123754E+08   0.129025E+09   -16.9036       -42.2684        84.3995               0           1       13258
          23    10.5397        8.55890        10.7075       -20.8450        84.8092       -113.889       0.133809E+10    4.19371       0.419371        34.6100       0.124982E+10   0.831430E+08   0.512309E+07   0.116911E+09   -9.53861       -64.9843        23.8637               0           1       13249
          24    10.4403        9.42302        10.4603       -1.32322        27.0929       -40.6075       0.104904E+10    3.92952       0.392952        34.1500       0.100722E+10   0.369218E+08   0.490032E+07   0.155796E+09   -26.5966        83.2621       -18.5351               0           1       12748
          25    10.6300        8.58029        10.7113       -82.5077        157.329       -18.5133       0.109191E+10    3.70718       0.370718        31.5300       0.104887E+10   0.373045E+08   0.573621E+07   0.104424E+09    5.95477       -61.3147        24.5139               0           1       12717
          26    10.6886        9.07727        10.5384       -79.4751        38.0396       -118.899       0.193662E+10    3.94805       0.394804        34.3600       0.183671E+10   0.955950E+08   0.432003E+07   0.130049E+09    16.0063        23.9460       -5.14502               0           1       12430
          27    10.2994        8.29379        10.2728       -24.6593        125.530        9.01180       0.140448E+10    4.28069       0.428069        36.0500       0.129712E+10   0.102744E+09   0.461358E+07   0.115590E+09   -50.7622       -110.466       -50.7125               0           1       12329
          28    10.1365        8.46903        10.9859       -80.9080        65.3577       -89.4277       0.386095E+10    3.74990       0.374990        31.8600       0.348978E+10   0.325529E+09   0.456433E+08   0.454289E+09   -78.7021       -80.4022        71.6305               0           1       12224
          29    10.6504        8.72313        10.4936       -108.363        115.344        39.1356       0.108678E+10    3.95576       0.395576        32.6300       0.105020E+10   0.332225E+08   0.334930E+07   0.124999E+09    9.46312       -36.8094       -12.8274               0           1       12216
