#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    10.5825        8.86299        10.5990       -4.59987        55.3866       -13.5868       0.634717E+10    5.90947       0.590947        68.5400       0.594668E+10   0.285888E+09   0.114612E+09   0.198484E+10    0.00000        0.00000        0.00000               0           0       71075
           2    10.5232        8.17118        10.7710       -46.9130        108.582       -42.9162       0.346286E+10    4.81671       0.481671        52.1900       0.325433E+10   0.170474E+09   0.380605E+08   0.159199E+10   -8.47844       -98.9118        24.6018               0           1       44495
           3    10.7628        9.02631        10.5863       -90.8352        47.9946       -9.44717       0.603874E+10    5.76564       0.576564        66.6700       0.540643E+10   0.575849E+09   0.564623E+08   0.114751E+10    25.7742        23.3507       -1.81722               0           1       40749
           4    10.7181        8.51467        10.7433       -60.9264        120.402       -69.0674       0.499964E+10    5.39876       0.539876        58.5000       0.457618E+10   0.357861E+09   0.655940E+08   0.123747E+10    19.3932       -49.8012        20.6356               0           1       32940
           5    10.4689        8.06834        10.7821       -13.5470        139.796       -21.5185       0.332844E+10    4.75637       0.475637        52.2100       0.314093E+10   0.168953E+09   0.185545E+08   0.944855E+09   -16.2420       -113.615        26.1802               0           1       28414
           6    10.9546        9.45816        10.6503       -36.9962        43.3715       -36.3811       0.267897E+10    4.36262       0.436262        47.2700       0.247073E+10   0.191390E+09   0.168447E+08   0.717817E+09    53.2054        85.0947        7.33607               0           1       27500
           7    10.7126        8.54710        10.7521       -76.5202        74.0670       -76.0053       0.129156E+10    3.06711       0.306712        33.2500       0.126346E+10   0.133189E+08   0.147787E+08   0.429083E+09    18.6040       -45.1645        21.8895               0           1       15163
           8    10.7277        8.65872        10.7517       -70.9523        60.1029       -99.6378       0.249193E+10    4.21450       0.421450        45.6600       0.223279E+10   0.248318E+09   0.108181E+08   0.321273E+09    20.7572       -29.2056        21.8409               0           1       14500
           9    10.7331        8.59092        10.7338       -87.9625        75.7025       -93.2937       0.221136E+10    3.88522       0.388522        42.1000       0.180354E+10   0.383958E+09   0.238613E+08   0.347467E+09    21.5378       -38.8993        19.2774               0           1       14275
          10    10.5687        8.90382        10.6209        27.6810        6.98532       -74.4134       0.149637E+10    3.44271       0.344271        38.6800       0.138650E+10   0.106100E+09   0.376540E+07   0.203034E+09   -1.96448        5.83768        3.12830               0           1       13820
          11    10.1630        8.32316        11.0982       -19.7089        94.4423       -104.229       0.136988E+10    3.51777       0.351777        39.4400       0.124599E+10   0.117572E+09   0.631756E+07   0.162484E+09   -59.9725       -77.1824        71.3833               0           1       13533
          12    10.6263        8.93310        10.6361       -23.4853        26.1849       -80.9119       0.151180E+10    3.62286       0.362286        40.3100       0.136497E+10   0.139928E+09   0.690446E+07   0.229365E+09    6.26518        10.0240        5.31154               0           1       12581
          13    10.7263        8.41279        10.7232       -118.511        140.230       -41.8088       0.174274E+10    3.71022       0.371022        40.2000       0.159619E+10   0.138445E+09   0.811154E+07   0.240824E+09    20.5627       -64.3675        17.7547               0           1       11098
          14    10.3968        8.39498        10.7846       -10.0075        55.4569       -42.9069       0.170940E+10    3.75969       0.375969        40.8300       0.154663E+10   0.158707E+09   0.406179E+07   0.167402E+09   -26.5419       -66.9139        26.5477               0           1       10752
          15    10.3390        8.32380        10.8441        10.8592        85.2181       -58.5273       0.103907E+10    3.18421       0.318421        34.7300       0.953096E+09   0.829152E+08   0.306378E+07   0.136415E+09   -34.8116       -77.0909        35.0518               0           1       10586
          16    10.4726        8.32297        10.7903       -33.6943        91.2128       -76.2521       0.895978E+09    3.07412       0.307412        33.3800       0.844268E+09   0.478250E+08   0.388517E+07   0.210314E+09   -15.7030       -77.2096        27.3540               0           1        9638
          17    10.1972        8.26353        11.0069       -7.02788        112.736       -95.3613       0.102385E+10    3.11730       0.311730        33.8800       0.892488E+09   0.126373E+09   0.499295E+07   0.126266E+09   -55.0798       -85.7080        58.3282               0           1        9036
          18    10.0725        8.42156        11.1617        21.2085        50.9062       -93.4668       0.964882E+09    3.11544       0.311544        33.7800       0.876526E+09   0.845879E+08   0.376752E+07   0.119398E+09   -72.9174       -63.1136        80.4580               0           1        8196
          19    10.7183        9.04850        10.6672       -18.5354        22.5487       -75.1575       0.714775E+09    2.84436       0.284436        30.8400       0.680569E+09   0.320932E+08   0.211328E+07   0.116365E+09    19.4218        26.5234        9.76093               0           1        8106
          20    10.4207        8.33053        10.7999       -11.1279        93.6778       -62.8662       0.774758E+09    2.90956       0.290956        31.5300       0.734609E+09   0.375206E+08   0.262826E+07   0.120852E+09   -23.1334       -76.1287        28.7252               0           1        7974
          21    10.4407        9.39250        10.5078       -3.81301        34.4351       -39.4477       0.774941E+09    2.96160       0.296160        36.4000       0.726628E+09   0.452296E+08   0.308362E+07   0.124224E+09   -20.2768        75.7069       -13.0365               0           1        7758
          22    10.7186        8.81466        10.3650       -88.5405        80.1625        20.6344       0.734993E+09    2.87324       0.287324        31.1900       0.677077E+09   0.565095E+08   0.140662E+07   0.130087E+09    19.4604       -6.91000       -33.4491               0           1        7479
          23    10.7644        8.59305        10.4632       -94.2144        103.219        16.8438       0.708033E+09    2.87281       0.287281        31.2200       0.683396E+09   0.226049E+08   0.203297E+07   0.110739E+09    26.0058       -38.5948       -19.4075               0           1        7467
          24    10.7031        8.67362        10.8637       -52.6467        68.0328       -121.599       0.574046E+09    2.60044       0.260044        28.1800       0.518117E+09   0.533647E+08   0.256413E+07   0.107895E+09    17.2485       -27.0752        37.8513               0           1        7310
          25    10.7199        8.43765        10.7266       -89.4913        102.229        14.1603       0.103706E+10    2.86595       0.286595        31.7700       0.935389E+09   0.980718E+08   0.359956E+07   0.889204E+08    19.6462       -60.8131        18.2551               0           1        7263
          26    9.78444        8.06230        10.6969        3.79905        108.576       -46.6859       0.904496E+09    3.09028       0.309028        34.8400       0.839446E+09   0.637438E+08   0.130583E+07   0.140302E+09   -114.100       -114.479        13.9959               0           1        7254
          27    10.8899        9.37368        10.6002       -46.9468        17.6318       -33.1486       0.926815E+09    2.45790       0.245790        26.6300       0.835791E+09   0.867024E+08   0.432178E+07   0.969144E+08    43.9592        73.0161       0.174430               0           1        7147
          28    10.3288        8.15838        10.2669       -28.0478        114.294       -6.30271       0.757622E+09    2.92514       0.292514        33.6100       0.713492E+09   0.419566E+08   0.217390E+07   0.113700E+09   -36.2657       -100.742       -47.4750               0           1        6773
          29    10.4682        8.70115        10.6317        54.2523        69.3556       -50.4111       0.491222E+09    2.46247       0.246247        26.6800       0.452937E+09   0.372062E+08   0.107888E+07   0.708472E+08   -16.3364       -23.1391        4.68244               0           1        6338
          30    10.4961        8.73413        10.6341        4.60370        84.3101       -52.2464       0.557655E+09    2.54397       0.254397        27.5700       0.511300E+09   0.444977E+08   0.185771E+07   0.105358E+09   -12.3531       -18.4238        5.02415               0           1        6214
          31    10.1871        8.39015        11.0733       -33.2855        74.7700       -76.4595       0.558849E+09    2.64419       0.264419        28.6500       0.542560E+09   0.145298E+08   0.175972E+07   0.148951E+09   -56.5310       -67.6045        67.8161               0           1        6198
          32    10.7842        9.06411        10.6137       -104.850        37.7948       -64.4296       0.658422E+09    2.54983       0.254983        30.3500       0.542477E+09   0.112160E+09   0.378524E+07   0.603063E+08    28.8424        28.7552        2.10746               0           1        6149
          33    10.9256        9.31602        10.9923       -36.7676        63.2375       -87.8072       0.846055E+09    2.97761       0.297761        32.3100       0.777342E+09   0.668638E+08   0.184941E+07   0.118029E+09    49.0549        64.7721        56.2294               0           1        5777
          34    10.7566        9.01013        10.5854       -44.7443        107.483       -64.1942       0.164179E+10    2.31163       0.231163        25.3200       0.146824E+10   0.149314E+09   0.242317E+08   0.435074E+09    24.8920        21.0374       -1.94304               0           1        5687
          35    10.7142        8.58561        10.7539       -131.012        44.7894       -96.4514       0.648828E+09    2.28590       0.228590        26.8000       0.594604E+09   0.477454E+08   0.647859E+07   0.121109E+09    18.8270       -39.6585        22.1540               0           1        5597
          36    10.5111        8.78927        10.6069        51.8291        62.2106       -49.4673       0.409381E+09    2.32007       0.232007        25.1400       0.381687E+09   0.263819E+08   0.131194E+07   0.888358E+08   -10.2113       -10.5401        1.13094               0           1        5564
          37    10.8819        9.36494        10.5955       -27.0097        54.5397       -4.86329       0.183267E+10    3.77670       0.377670        41.0000       0.167832E+10   0.149358E+09   0.498818E+07   0.114120E+09    42.8154        71.7665      -0.490406               0           1        5555
          38    9.72449        8.72331        11.3356        16.9908        62.0676       -57.4302       0.617430E+09    2.70968       0.270968        31.6900       0.559686E+09   0.552428E+08   0.250126E+07   0.752346E+08   -122.671       -19.9708        105.314               0           1        5525
          39    10.0525        8.45885        11.0576        41.3841        41.7167       -67.2441       0.570488E+09    2.64577       0.264577        29.2700       0.531003E+09   0.374688E+08   0.201580E+07   0.646415E+08   -75.7741       -57.7821        65.5656               0           1        5457
          40    10.6855        8.58757        10.6801       -47.4209        93.8757        15.6675       0.510269E+09    2.51594       0.251594        27.7500       0.466655E+09   0.425338E+08   0.108031E+07   0.569908E+08    14.7236       -39.3783        11.5953               0           1        5189
          41    9.83902        8.20165        10.7505        14.7459        71.3606       -59.5076       0.783676E+09    2.97561       0.297561        32.8400       0.751901E+09   0.294392E+08   0.233517E+07   0.959341E+08   -106.296       -94.5553        21.6622               0           1        5179
          42    10.5433        8.59440        11.1840       -24.6958        64.9128       -98.8364       0.663299E+09    2.72240       0.272240        29.6700       0.589117E+09   0.732551E+08    926659.       0.426424E+08   -5.59749       -38.4018        83.6449               0           1        5130
          43    10.9763        9.48065        10.6430       -57.2881        13.2426       -35.1864       0.404957E+09    2.04069       0.204069        23.7300       0.346520E+09   0.571780E+08   0.125893E+07   0.336606E+08    56.2994        88.3102        6.29378               0           1        5118
          44    10.6719        8.68706        10.7274       -8.65901        56.0593       -93.0758       0.458803E+09    2.47677       0.247677        27.0600       0.431986E+09   0.258362E+08    981082.       0.756064E+08    12.7906       -25.1537        18.3609               0           1        4966
          45    10.5408        8.75186        10.3740       -13.1418        91.8363        20.6760       0.571446E+09    2.64748       0.264748        30.5600       0.522607E+09   0.480475E+08    791890.       0.395824E+08   -5.96064       -15.8889       -32.1652               0           1        4958
          46    10.3207        8.42305        10.7898        36.6192        61.5934       -27.0295       0.409602E+09    2.37468       0.237468        25.7300       0.399645E+09   0.890660E+07   0.104983E+07   0.107073E+09   -37.4281       -62.9006        27.2869               0           1        4934
          47    10.3898        9.08875        10.6639        15.9290        30.9064       -47.2163       0.577813E+09    2.62847       0.262847        28.4900       0.535160E+09   0.408487E+08   0.180374E+07   0.623770E+08   -27.5514        32.2781        9.28911               0           1        4931
          48    10.9704        8.90821        10.8069       -95.9555        74.9184       -68.6400       0.293540E+09    2.09645       0.209645        22.7300       0.275853E+09   0.155190E+08   0.216788E+07   0.788509E+08    55.4573        6.46535        29.7260               0           1        4877
          49    10.7692        8.57759        10.7477       -153.359        86.7107       -36.7655       0.271611E+09    1.88657       0.188656        20.4500       0.238939E+09   0.316483E+08   0.102384E+07   0.471236E+08    26.6935       -40.8052        21.2719               0           1        4453
          50    10.7520        9.17585        10.3981       -26.6209        37.2859        7.85444       0.350221E+09    2.26045       0.226045        24.5000       0.336710E+09   0.126695E+08    841375.       0.558853E+08    24.2400        44.7313       -28.7137               0           1        4349
          51    10.5085        8.07077        10.7791       -72.3409        150.064       -2.86683       0.415760E+09    2.19353       0.219353        23.8000       0.377697E+09   0.370882E+08    975452.       0.398790E+08   -10.5745       -113.268        25.7527               0           1        4234
          52    9.82123        7.99831        10.7010       -2.87385        123.479       -43.9991       0.382245E+09    2.30305       0.230305        24.9600       0.354252E+09   0.273502E+08    642609.       0.322029E+08   -108.840       -123.628        14.5821               0           1        4071
          53    10.5695        8.46879        10.8326       -40.3985        81.6862       -121.955       0.785817E+09    2.78173       0.278174        33.5500       0.704430E+09   0.796351E+08   0.175213E+07   0.713070E+08   -1.86154       -56.3609        33.4105               0           1        4051
          54    10.7141        8.62240        10.7450       -45.3631        65.8493       -24.2353       0.202150E+09    1.71414       0.171414        18.9100       0.178332E+09   0.235000E+08    318440.       0.208368E+08    18.8141       -34.3984        20.8801               0           1        3996
          55    10.6331        8.77506        10.4324       -61.0930        80.1499        22.2822       0.395527E+09    2.34437       0.234437        25.6700       0.364312E+09   0.305349E+08    680579.       0.392557E+08    7.23741       -12.5718       -23.8140               0           1        3839
          56    10.7301        8.92168        10.5663       -86.6657        93.8661        30.4793       0.452203E+09    2.31592       0.231592        25.1000       0.407543E+09   0.439133E+08    745953.       0.287398E+08    21.1075        8.39122       -4.66386               0           1        3805
          57    10.6797        8.42154        10.6897       -25.9716        124.058        30.4679       0.763913E+09    2.90670       0.290670        32.5900       0.695700E+09   0.657934E+08   0.241979E+07   0.859350E+08    13.9044       -63.1165        12.9650               0           1        3731
          58    10.0103        8.39877        11.2621        17.4470        73.6510       -111.963       0.197419E+09    1.86698       0.186698        20.9900       0.192964E+09   0.368211E+07    773058.       0.418014E+08   -81.8062       -66.3720        94.8156               0           1        3650
          59    11.0342        9.00344        10.8467       -97.3644        86.4152       -70.8466       0.219655E+09    1.87942       0.187942        21.1400       0.198867E+09   0.196606E+08   0.112733E+07   0.584938E+08    64.5891        20.0809        35.4193               0           1        3616
          60    10.6947        7.71391        10.8677       -57.1031        117.443       -64.3452       0.404427E+09    2.36839       0.236839        25.6900       0.385761E+09   0.156600E+08   0.300591E+07   0.435459E+08    16.0504       -164.290        38.4232               0           1        3611
          61    10.7363        8.35359        10.7166       -110.344        132.093       -95.6602       0.360685E+09    1.97578       0.197578        21.4100       0.276435E+09   0.836725E+08    577799.       0.327413E+08    21.9953       -72.8317        16.8253               0           1        3605
          62    9.92418        7.94741        11.6341       -19.8197        86.7174       -96.4703       0.691306E+09    2.79575       0.279575        30.3000       0.642326E+09   0.471566E+08   0.182351E+07   0.874868E+08   -94.1207       -130.905        147.998               0           1        3605
          63    10.6458        8.76003        10.6610       -24.7476        78.1264       -46.7821       0.518935E+09    2.33536       0.233537        25.5000       0.479624E+09   0.388222E+08    488233.       0.390441E+08    9.04891       -14.7207        8.87162               0           1        3586
          64    10.9654        9.35451        10.5814       -96.8225        74.0145        5.01165       0.523294E+09    2.62289       0.262289        29.1200       0.508639E+09   0.136698E+08    985319.       0.504468E+08    54.7424        70.2753       -2.50922               0           1        3539
          65    10.7725        7.88154        10.7084       -70.4551        116.490       -30.1019       0.355134E+09    2.23156       0.223156        24.4800       0.314512E+09   0.402452E+08    377233.       0.345358E+08    27.1725       -140.323        15.6529               0           1        3519
          66    10.5669        8.46504        10.8254       -13.2879        78.8268       -80.0254       0.686482E+09    2.28804       0.228804        25.5800       0.619795E+09   0.649897E+08   0.169702E+07   0.684192E+08   -2.22613       -56.8971        32.3796               0           1        3488
          67    10.6063        8.33903        10.7530       -49.3169        106.848       -52.2111       0.198258E+09    1.82280       0.182280        20.0400       0.184733E+09   0.129888E+08    536363.       0.266453E+08    3.39995       -74.9134        22.0296               0           1        3482
          68    10.2810        8.28241        10.9035       -2.01960        120.338       -77.3788       0.343039E+09    2.06343       0.206343        22.3700       0.292813E+09   0.495926E+08    633368.       0.409817E+08   -43.1028       -83.0086        43.5446               0           1        3447
          69    10.8013        8.55933        10.7289       -146.265        91.8599       -27.3295       0.240670E+09    1.91873       0.191873        20.8400       0.217822E+09   0.221604E+08    687379.       0.366145E+08    31.2859       -43.4159        18.5711               0           1        3392
          70    9.95536        8.83423        11.5315       -21.6541        42.8567       -74.7220       0.223675E+09    1.97592       0.197592        21.9400       0.211421E+09   0.117026E+08    551453.       0.601905E+08   -89.6627       -4.11197        133.327               0           1        3382
          71    10.7340        8.51393        10.7356       -94.3779        158.959       -59.2338       0.424469E+09    1.74245       0.174245        18.9900       0.395738E+09   0.257268E+08   0.300438E+07   0.107225E+09    21.6693       -49.9070        19.5290               0           1        3345
          72    10.7470        8.33429        10.7117       -121.899        138.238       -28.6633       0.322006E+09    1.90515       0.190515        20.6500       0.272278E+09   0.488249E+08    903636.       0.471477E+08    23.5152       -75.5911        16.1176               0           1        3339
          73    10.2029        9.15706        10.5603        30.7004        52.2267       -41.1486       0.333875E+09    2.21141       0.221141        24.0800       0.307196E+09   0.254602E+08   0.121874E+07   0.292929E+08   -54.2706        42.0448       -5.53458               0           1        3323
          74    10.9822        9.49671        10.6565       -52.0536       -5.11350       -36.8071       0.428998E+09    2.19153       0.219153        25.3600       0.364145E+09   0.631265E+08   0.172620E+07   0.596051E+08    57.1558        90.6064        8.21965               0           1        3275
          75    10.0992        8.39836        11.0526        25.7662        83.8969       -51.5053       0.344357E+09    2.22871       0.222871        24.8300       0.318586E+09   0.248315E+08    940146.       0.308572E+08   -69.0943       -66.4307        64.8594               0           1        3266
          76    11.0831        9.52971        10.8547       -53.2292        43.9832       -41.2077       0.283032E+09    2.07930       0.207930        22.5600       0.263299E+09   0.192315E+08    501327.       0.266876E+08    71.5706        95.3245        36.5574               0           1        3213
          77    10.4565        8.06106        10.7806        56.4533        148.105       -25.7462       0.728757E+09    1.65337       0.165337        18.5000       0.687553E+09   0.356786E+08   0.552527E+07   0.190154E+09   -18.0178       -114.656        25.9743               0           1        3192
          78    10.7294        8.69125        10.7645       -85.5772        16.6337       -88.7157       0.303000E+09    1.97135       0.197135        21.5600       0.282088E+09   0.199426E+08    969183.       0.179060E+08    21.0017       -24.5546        23.6696               0           1        3155
