#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    11.2868        10.9647        10.8222       -38.4638       -2.74857       -47.3251       0.492396E+10    5.44445       0.544445        59.4700       0.464137E+10   0.247038E+09   0.355529E+08   0.230425E+10    0.00000        0.00000        0.00000               0           0       46733
           2    11.7830        9.86225        10.3698       -91.7435       -18.1511       -40.9328       0.335527E+10    4.77425       0.477425        52.0200       0.311133E+10   0.220176E+09   0.237632E+08   0.105916E+10    70.9965       -157.746       -64.7295               0           1       30390
           3    11.1417        10.3461        10.6808       -49.4788        4.56311       -49.0795       0.297671E+10    4.60941       0.460941        52.8900       0.276288E+10   0.198191E+09   0.156389E+08   0.862722E+09   -20.7657       -88.5171       -20.2263               0           1       25169
           4    11.5759        11.0242        10.8281       -106.949       -46.3184       -29.1581       0.246649E+10    4.30923       0.430923        48.6100       0.226362E+10   0.193434E+09   0.942954E+07   0.912161E+09    41.3640        8.51203       0.847053               0           1       20376
           5    11.8633        9.90023        9.92970       -99.6161       -41.8953       -5.36718       0.212462E+10    4.03522       0.403522        43.7700       0.188401E+10   0.232306E+09   0.830995E+07   0.665669E+09    82.4789       -152.312       -127.702               0           1       19792
           6    11.0521        10.6294        10.4677       -63.2839       -28.0067       -11.1120       0.161661E+10    3.75306       0.375306        42.3400       0.150015E+10   0.107774E+09   0.868190E+07   0.365569E+09   -33.5888       -47.9773       -50.7173               0           1       13137
           7    11.0159        10.6797        10.1111       -73.1918       -15.9889       -10.9173       0.219636E+10    4.13839       0.413839        45.1300       0.202992E+10   0.156261E+09   0.101764E+08   0.430347E+09   -38.7641       -40.7816       -101.742               0           1       12790
           8    11.3921        10.1546        10.9584       -84.7215       -7.38010       -50.5317       0.133002E+10    3.46489       0.346489        39.0000       0.117142E+10   0.152651E+09   0.595464E+07   0.442237E+09    15.0652       -115.918        19.4879               0           1       11949
           9    11.0975        10.7619        10.6397       -43.3039       -55.1265       -45.7750       0.167766E+10    3.76623       0.376623        44.2900       0.152276E+10   0.148985E+09   0.591421E+07   0.354174E+09   -27.1000       -29.0216       -26.1055               0           1       11310
          10    10.9520        10.4561        10.5477       -7.83726       0.166624       -19.6437       0.111167E+10    3.32224       0.332224        36.5300       0.104446E+10   0.636110E+08   0.359081E+07   0.253526E+09   -47.9043       -72.7793       -39.2735               0           1       11030
          11    10.9936        10.4529        10.5821       -32.6702        14.3633       -57.5243       0.153596E+10    3.61213       0.361213        39.1100       0.139249E+10   0.138110E+09   0.536150E+07   0.266797E+09   -41.9620       -73.2400       -34.3572               0           1       10894
          12    11.3792        11.1727        10.9858       -38.0120       -20.1763       -47.0334       0.151112E+10    3.64017       0.364017        40.0500       0.140404E+10   0.985498E+08   0.852532E+07   0.378933E+09    13.2166        29.7499        23.4070               0           1       10847
          13    11.6096        10.9350        10.8276       -124.634       -16.4512       -47.0907       0.112616E+10    3.30350       0.330350        36.4600       0.102900E+10   0.919031E+08   0.525958E+07   0.245052E+09    46.1744       -4.25959       0.766926               0           1        9991
          14    11.2484        9.99559        10.9663       -75.2306        18.4344       -44.9560       0.114973E+10    3.33913       0.333912        36.3400       0.106217E+10   0.824326E+08   0.512884E+07   0.280569E+09   -5.49869       -138.668        20.6126               0           1        9491
          15    11.4701        10.1521        11.6837       -91.7886       -10.8011       -37.5769       0.132598E+10    3.47033       0.347033        37.5800       0.123228E+10   0.903883E+08   0.331015E+07   0.269009E+09    26.2200       -116.280        123.272               0           1        9295
          16    11.2632        11.1729        10.7235       -10.2003       -58.2798        18.9074       0.110780E+10    3.29548       0.329548        35.8500       0.103790E+10   0.656794E+08   0.422410E+07   0.270714E+09   -3.37677        29.7785       -14.1195               0           1        9041
          17    11.4229        11.2668        11.0337       -53.7879       -65.5139       -64.1327       0.554961E+09    2.57978       0.257978        28.0800       0.497665E+09   0.547029E+08   0.259320E+07   0.159282E+09    19.4593        43.2255        30.2593               0           1        8567
          18    11.3363        10.9392        10.7852       -95.2851       -23.2084       -10.7622       0.805962E+09    2.97341       0.297340        34.0200       0.759467E+09   0.421214E+08   0.437360E+07   0.175402E+09    7.07261       -3.64862       -5.29551               0           1        8149
          19    11.2452        9.97414        11.9608       -56.4021       -6.93148       -123.980       0.128459E+10    3.47834       0.347834        38.1000       0.120484E+10   0.741706E+08   0.558411E+07   0.438765E+09   -5.95799       -141.737        162.912               0           1        7782
          20    11.2698        10.3132        10.6594       -89.4199       -3.06283       -25.0011       0.638313E+09    2.76465       0.276465        30.1600       0.611648E+09   0.251244E+08   0.154104E+07   0.772792E+08   -2.43671       -93.2245       -23.2954               0           1        7628
          21    11.3712        10.5571        11.5593       -44.9340       -52.2331       -69.1761       0.132917E+10    3.51240       0.351240        38.2000       0.125822E+10   0.663947E+08   0.455522E+07   0.440423E+09    12.0734       -58.3308        105.474               0           1        6775
          22    11.3635        10.5482        11.5698       -60.3293       -6.16097       -73.7213       0.116326E+10    2.85207       0.285207        31.5600       0.108845E+10   0.706279E+08   0.418279E+07   0.428656E+09    10.9630       -59.5985        106.975               0           1        6686
          23    11.0433        10.6604        11.9917       -32.3472       -36.4310       -79.8107       0.512640E+09    2.55932       0.255932        27.7000       0.486358E+09   0.247412E+08   0.154065E+07   0.303536E+09   -34.8494       -43.5431        167.333               0           1        6417
          24    11.2503        10.0387        10.9867       -54.2708       -17.8982       -73.9538       0.123654E+10    3.28547       0.328547        36.2100       0.112012E+10   0.111973E+09   0.444297E+07   0.156681E+09   -5.23399       -132.505        23.5329               0           1        5995
          25    11.8070        9.85194        10.2457       -67.1671       -19.6951      -0.534567       0.117365E+10    3.18703       0.318703        34.8800       0.101212E+10   0.158657E+09   0.286790E+07   0.103670E+09    74.4305       -159.222       -82.4904               0           1        5710
          26    11.4538        10.1911        11.6747       -79.9049       -21.5648       -71.1888       0.419908E+09    2.38991       0.238991        26.8600       0.413114E+09   0.441565E+07   0.237825E+07   0.195856E+09    23.8935       -110.695        121.977               0           1        5490
          27    11.5266        11.5396        11.0390       -35.6188       -61.5859       -38.5669       0.442585E+09    2.43827       0.243827        26.4000       0.428078E+09   0.132263E+08   0.127976E+07   0.933972E+08    34.2971        82.2500        31.0147               0           1        5402
          28    11.5119        10.2104        10.7760       -94.4819        12.4423       -29.8832       0.686835E+09    2.80686       0.280686        33.6500       0.618714E+09   0.668638E+08   0.125725E+07   0.690780E+08    32.1966       -107.929       -6.61331               0           1        5289
          29    11.5372        10.2485        10.7720       -95.2951       -20.4202       -36.5739       0.657722E+09    2.78497       0.278496        31.5600       0.608322E+09   0.476648E+08   0.173485E+07   0.158367E+09    35.8166       -102.479       -7.17992               0           1        5205
          30    11.0854        10.5150        9.82126       -83.2314       -20.1244       -2.98147       0.462242E+09    2.47333       0.247333        27.2100       0.439053E+09   0.220157E+08   0.117373E+07   0.137306E+09   -28.8299       -64.3560       -143.218               0           1        5119
