#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    10.3279        9.71288        9.91770       -131.099        133.148        6.81036       0.142148E+12    63.2384        6.32384        157.350       0.129640E+12   0.362315E+10   0.888470E+10   0.969147E+10    0.00000        0.00000        0.00000               0           0     2185273
           2    10.0756        9.96098        10.0919       -94.6732        88.9083       -91.9586       0.123143E+12    57.8136        5.78136        114.360       0.110895E+12   0.724023E+10   0.500683E+10   0.267587E+10   -137.027        134.724        94.5948               0           1     1580717
           3    10.1220        9.71653        10.0132       -97.6982        68.8062       -7.17984       0.983045E+11    52.7689        5.27689        106.520       0.907551E+11   0.381242E+10   0.373700E+10   0.408310E+10   -111.830        1.98204        51.8588               0           1     1303014
           4    9.86662        10.0543        9.59582       -126.863        44.6150        14.8454       0.108450E+11    26.1265        2.61265        46.4100       0.102047E+11   0.586981E+09   0.532974E+08   0.176060E+09   -250.508        185.421       -174.789               0           1      106046
           5    9.72151        10.0220        10.0825       -109.495        26.9024        14.8781       0.955920E+10    25.0166        2.50166        41.9100       0.905323E+10   0.475926E+09   0.300423E+08   0.652354E+08   -329.306        167.849        89.5012               0           1      103813
           6    10.6947        9.41499        9.49554       -92.8189        156.461       -42.9696       0.168645E+11    29.3201        2.93201        57.2400       0.152857E+11   0.140461E+10   0.174196E+09   0.325918E+09    199.154       -161.761       -229.243               0           1      100176
           7    10.4880        9.55576        9.76172       -126.481        153.023        35.7748       0.617990E+10    21.5363        2.15363        37.9100       0.571550E+10   0.373764E+09   0.906404E+08   0.869066E+08    86.9327       -85.3199       -84.7009               0           1       63562
           8    10.2062        9.63467        9.92122       -181.803       -15.7293        6.74416       0.524148E+10    18.8375        1.88375        36.0400       0.522152E+10   0.927178E+07   0.106860E+08   0.791066E+08   -66.1132       -42.4699        1.91144               0           1       43825
           9    9.73077        10.0087        10.4047       -72.9320        155.565       -61.9090       0.234321E+10    15.3399        1.53399        28.8800       0.227975E+10   0.601521E+08   0.330685E+07   0.454575E+08   -324.278        160.626        264.464               0           1       29142
          10    9.94432        10.0560        10.3293       -200.984        39.4483       -95.8597       0.237220E+10    15.4947        1.54947        26.1700       0.220751E+10   0.162544E+09   0.215100E+07   0.725285E+07   -208.315        186.306        223.509               0           1       26341
          11    10.2649        9.98110        9.80298       -129.698        119.402       -41.3339       0.268518E+10    15.1422        1.51422        26.3800       0.257798E+10   0.100066E+09   0.713538E+07   0.265631E+08   -34.2377        145.650       -62.2957               0           1       24288
          12    10.0123        10.0018        10.2583       -145.110        124.925       -31.8341       0.141151E+10    12.7508        1.27507        24.3000       0.138725E+10   0.182715E+08   0.599345E+07   0.317677E+08   -171.389        156.874        184.954               0           1       24158
          13    10.1206        9.80934        10.0265       -30.6740        51.1804       -107.053       0.178092E+10    12.5580        1.25580        22.7200       0.174633E+10   0.257065E+08   0.887715E+07   0.150488E+08   -112.585        52.3801        59.0919               0           1       24003
          14    9.90993        9.92008        10.1506       -98.6354        240.697       -146.790       0.228682E+10    15.0070        1.50070        25.3600       0.222563E+10   0.606671E+08    519431.       0.376206E+07   -226.989        112.515        126.449               0           1       23478
