#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    9.96082        9.95903        10.0461       -26.2393       -7.76002        87.0842       0.391100E+12    110.751        5.79310        167.565       0.353655E+12   0.153830E+11   0.220619E+11   0.198995E+11    0.00000        0.00000        0.00000               0           0     4613670
           2    9.88735        9.96467        10.0593       -70.9839       -14.4205        78.0338       0.138490E+10    11.7916       0.832840E-01    20.6284       0.131834E+10   0.296046E+07   0.636075E+08   0.192447E+09   -52.4947        4.03091        9.43427               0           1       19942
           3    9.82785        9.90437        9.97702        34.9613        56.7167       -65.4517       0.128370E+10    14.9685        1.08895        18.4464       0.128266E+10   0.100431E+07    37527.7        180431.       -95.0014       -39.0517       -49.3540               0           1       13686
           4    9.98705        9.93457        9.99396       -27.2844       -69.8389        126.415       0.212852E+10    12.2703       0.143060E-01    25.2899       0.208979E+10   0.204723E+07   0.366798E+08   0.908361E+08    18.7342       -17.4739       -37.2505               0           1        9808
           5    9.99923        9.90019        10.1611       -121.792        34.7310       -11.1971       0.694093E+09    12.7053       0.880860E-01    20.7672       0.691377E+09    324558.       0.239156E+07   0.101453E+08    27.4369       -42.0373        82.1864               0           1        6001
           6    9.96110        9.95927        10.0459       -61.9756       -50.8604       -32.9199       0.493251E+11    6.97369       0.591480E-01    13.1507       0.325642E+11   0.150949E+10   0.152515E+11   0.145999E+11   0.199331       0.174325      -0.142889               0           0        5900
           7    9.77976        9.97550        10.1437       -50.8777        30.2244        164.945       0.265738E+09    9.15469        1.82807        11.2482       0.265627E+09    111488.        0.00000        0.00000       -129.361        11.7669        69.7607               1           1        5186
           8    9.96101        9.95920        10.0462        8.74193        19.5564       -12.3367       0.592488E+11    8.20674       0.136970        16.7760       0.399312E+11   0.215275E+10   0.171649E+11   0.155731E+11   0.131458       0.123599       0.714447E-01           0           0        5144
           9    9.96084        9.95906        10.0466        57.9241        69.6967        59.9425       0.451019E+11    6.45544       0.467020E-01    11.7123       0.295395E+11   0.114492E+10   0.144175E+11   0.141311E+11   0.107167E-01   0.264345E-01   0.357223               0           0        5001
          10    9.82711        9.97407        9.93878       -44.2498       -67.3085       -26.2408       0.124897E+09    7.18567        1.32191        8.99667       0.124874E+09    23417.2        0.00000        0.00000       -95.5330        10.7474       -76.6709               1           1        4895
          11    9.96078        9.95898        10.0460       -53.5995       -32.5439        115.316       0.485772E+11    6.88149       0.149179        12.8907       0.320438E+11   0.144057E+10   0.150928E+11   0.145189E+11  -0.321501E-01  -0.364368E-01  -0.714447E-01           0           0        4853
          12    9.85053        10.0378        9.95458       -49.3474        25.2740       -58.0499       0.296714E+09    9.51805        1.65829        11.4390       0.296554E+09    39660.3        120654.        955071.       -78.7985        56.3134       -65.3855               0           1        4649
          13    10.0220        9.98753        10.2384       -8.99842        119.448        7.92031       0.534211E+09    11.3353       0.466861        14.9253       0.531419E+09   0.241687E+07    375077.       0.126986E+07    43.7220        20.3682        137.417               0           1        4549
          14    9.96885        9.84013        10.1601        48.2047       -96.8091        85.6543       0.429676E+09    10.7464       0.943634        13.5840       0.428495E+09    881984.        299200.       0.159276E+07    5.73415       -84.9434        81.4762               0           1        4112
          15    9.94217        10.0196        10.0666       -33.9148       -57.1706        206.678       0.892027E+09    9.86005       0.562430E-01    17.8271       0.882599E+09   0.591950E+07   0.350844E+07   0.138627E+08   -13.3280        43.3069        14.6583               0           1        3656
          16    9.92971        9.95246        10.0803       -147.467       -115.528        172.492       0.147205E+10    8.43813       0.686291        14.5738       0.144895E+10   0.186347E+08   0.446350E+07   0.884426E+07   -22.2322       -4.69177        24.4377               0           1        3477
          18    10.0155        9.89621        10.1029        89.1443        22.3935       -91.4400       0.386066E+09    9.29783       0.446419        11.8488       0.385595E+09    295846.        175654.        992765.        39.0824       -44.8801        40.6092               0           1        3155
          19    10.0291        10.0116        10.1881       -85.2142        119.294        7.59247       0.363185E+09    9.28795       0.202819        12.6811       0.362483E+09    628048.        74504.5        203768.        48.8110        37.5942        101.448               0           1        2725
          20    9.91310        9.90009        10.0690        133.299        80.8763        61.2919       0.378728E+09    8.85195       0.903750E-01    14.1101       0.377281E+09    833288.        613525.       0.303844E+07   -34.0977       -42.1073        16.3423               0           1        2690
          21    9.85590        9.90161        9.94236       -74.3714       -52.1598        177.643       0.247724E+09    9.05603       0.850649        11.7606       0.247253E+09    471111.        0.00000        0.00000       -74.9626       -41.0207       -74.1196               1           1        2595
          22    9.96395        10.0705        9.97689       -125.191       -146.399        11.8870       0.177452E+09    7.65308       0.604197        9.34133       0.175255E+09   0.219621E+07    0.00000        0.00000        2.23193        79.6201       -49.4440               1           1        2546
          23    9.86898        9.91824        10.1044       -36.0959        126.145        30.5031       0.311032E+09    8.76605       0.269337        14.9574       0.307861E+09   0.293463E+07    236522.       0.150721E+07   -65.6162       -29.1380        41.6272               0           1        2304
          24    9.81955        9.96930        10.0212       -73.3110        124.623        124.761       0.195323E+09    8.53455       0.608098        11.3085       0.195042E+09    263905.        16639.7        104771.       -100.931        7.34023       -17.7619               0           1        2277
          25    9.96091        9.95911        10.0461       -24.2842       -6.72661        41.4780       0.601832E+11    8.32845       0.136147        17.1521       0.406490E+11   0.219118E+10   0.173430E+11   0.156565E+11   0.621569E-01   0.571557E-01    0.00000               0           0        2097
          26    9.82035        9.86837        10.0403       -36.7845        88.9393       -65.4613       0.268832E+09    9.44471       0.749414        12.1825       0.268703E+09    128939.        0.00000        0.00000       -100.363       -64.7682       -4.13093               1           1        2095
          27    10.0162        9.94584        10.0262        117.310        52.8795       -117.577       0.424514E+09    7.38897       0.338897        11.1172       0.422758E+09   0.169159E+07    65020.1        172724.        39.5989       -9.41998       -14.1989               0           1        2055
          28    9.98155        9.94919        9.96564       -83.2227        40.7429       -119.715       0.344708E+09    7.59681       0.117986        10.7564       0.342031E+09   0.222903E+07    448729.        925567.        14.8112       -7.02873       -57.4822               0           1        1714
          29    9.96496        9.99497        10.0300       -3.17197        227.228        35.6679       0.747774E+09    6.87879       0.406428        12.5619       0.744423E+09   0.176531E+07   0.158533E+07   0.615274E+07    2.95424        25.6815       -11.4819               0           1        1709
          30    10.0534        10.0454        10.1111        64.3290       -48.7596       -55.2982       0.110789E+09    6.79047       0.463059        9.37550       0.110491E+09    297995.        0.00000        0.00000        66.1149        61.7246        46.4219               1           1        1552
          31    10.0872        9.94380        10.0793       -52.2983       -9.69888       -92.8741       0.223711E+09    8.85124       0.165401        12.6374       0.223476E+09    184944.        50201.0        164946.        90.3061       -10.8760        23.6853               0           1        1320
          32    9.97655        9.97417        10.0918        80.0490       -62.8779       -161.137       0.788722E+09    7.81713       0.765837        10.8694       0.784663E+09   0.146790E+07   0.259144E+07   0.382700E+07    11.2390        10.8224        32.6409               0           1        1248
          35    9.90073        10.0346        10.0642       -27.1731       -105.192        210.769       0.223490E+09    7.71902       0.193917        10.7888       0.223392E+09    35622.7        62201.2        157698.       -42.9297        53.9636        12.9286               0           1        1217
          36    9.84766        9.89788        10.0739       -6.66957       -4.89387        205.143       0.188084E+09    8.17036       0.288000        10.4116       0.187643E+09    441217.        0.00000        0.00000       -80.8482       -43.6848        19.8823               1           1        1176
          37    10.0915        10.0423        9.97704       -12.5297       -52.1537       -53.3296       0.105359E+09    7.17085       0.627063        9.48301       0.105170E+09    189343.        0.00000        0.00000        93.3396        59.4906       -49.3390               1           1        1122
