#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    9.97134        10.0047        10.0813       -20.3730        5.63178        53.0050       0.331814E+12    105.730        8.08408        181.695       0.309563E+12   0.698726E+10   0.152635E+11   0.507725E+10    0.00000        0.00000        0.00000               0           0     4301519
           3    9.44532        10.0028        10.1771        14.7422        60.7147        86.1715       0.218977E+11    39.6496        33.3352        41.4982       0.190150E+11   0.279665E+10   0.859796E+08   0.168538E+08   -375.765       -1.39013        68.3964               0           1      132978
           4    9.89513        9.84572        10.7675       -11.2169       -8.45787        49.3694       0.529909E+10    26.0895        3.08141        31.1987       0.480640E+10   0.485147E+09   0.753574E+07   0.374259E+07   -54.4408       -113.582        490.160               0           1       48092
           5    10.2225        10.0350        10.0590       -66.4917        63.6608        120.753       0.462734E+10    23.9801        3.87749        28.0599       0.397724E+10   0.603083E+09   0.470223E+08   0.155265E+08    179.390        21.5970       -15.9958               0           1       47614
           6    9.46383        9.99675        10.1204        17.5726        53.4698        82.3474       0.444489E+10    22.9751        5.22757        26.2323       0.437207E+10   0.585755E+08   0.142447E+08   0.419517E+07   -362.540       -5.69053        27.9226               0           1       46837
           7    10.1545        9.96654        10.1680        19.4776       -44.1651        51.7323       0.285157E+10    20.9072       0.912345        31.2086       0.282066E+10   0.129778E+07   0.296167E+08   0.211490E+08    130.819       -27.2733        61.8765               0           1       43616
           8    9.84550        9.96147        9.90414        28.5310        31.6474        189.227       0.356734E+10    23.2718        1.99147        29.3528       0.356475E+10    904833.       0.168488E+07   0.177056E+07   -89.8892       -30.8965       -126.584               0           1       35563
           9    9.40485        10.4041        10.1877       -12.7448       -26.8744        56.5182       0.214122E+10    19.8442        1.63835        25.5785       0.214016E+10    260550.        806913.       0.205989E+07   -404.673        285.311        76.0007               0           1       25256
          10    9.44057        10.0291        10.2049        43.1059        7.32232        78.5836       0.380544E+10    19.7920        2.69849        22.5613       0.335826E+10   0.445138E+09   0.204374E+07   0.125403E+07   -379.152        17.3838        88.2883               0           1       23334
          11    9.91869        9.99380        10.0827        81.1790        51.1881       -124.470       0.956524E+10    18.6466       0.117857        29.2355       0.918866E+10   0.348367E+09   0.282182E+08   0.195222E+08   -37.6085       -7.79930       0.966519               0           1       22580
