#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    9.95380        10.0180        10.0505       -34.4051        37.4592        95.2716       0.222312E+12    83.5682        8.35682        135.250       0.202889E+12   0.115711E+11   0.785098E+10   0.150646E+11    0.00000        0.00000        0.00000               0           0     2576282
           2    9.88601        10.2149        9.83373       -4.39754       -40.0205        101.108       0.491526E+10    23.1987        2.31987        31.1500       0.461398E+10   0.292093E+09   0.918817E+07   0.337949E+08   -43.5997        126.644       -139.417               0           1       46192
           3    9.95806        10.0781        10.0593       -67.1291        143.275       -48.4699       0.769802E+10    18.6124        1.86124        29.3800       0.759682E+10   0.914825E+08   0.971422E+07   0.624775E+08    2.73986        38.6796        5.64050               0           0       43204
           5    9.94145        10.0089        10.1255       -15.2101        64.2285        28.7665       0.567822E+09    8.15911       0.815911        15.9700       0.507476E+09   0.550344E+08   0.531136E+07   0.485545E+08   -7.94301       -5.86561        48.2240               0           0       13969
           6    9.93668        9.88048        10.1969        17.6161        21.9068        105.534       0.606873E+09    11.5762        1.15762        17.5700       0.601006E+09   0.509708E+07    769678.       0.115065E+08   -11.0109       -88.4472        94.1713               0           1       13697
           7    10.0073        10.1473        9.74760       -52.5421       -1.68776        124.158       0.898045E+09    13.2407        1.32407        19.2800       0.853663E+09   0.442769E+08    105676.       0.182196E+07    34.3897        83.1797       -194.813               0           1       10582
           8    9.56794        10.3684        9.95197       0.414412        1.71029        79.8362       0.138064E+10    15.5400        1.55400        21.6900       0.137702E+10   0.341179E+07    206850.       0.157773E+07   -248.169        225.363       -63.3704               0           1       10514
           9    9.81222        10.0347        10.2218       -72.8153        53.9839        84.4755       0.316782E+09    8.72573       0.872573        14.6900       0.316507E+09    186440.        88927.4       0.135208E+07   -91.0584        10.7279        110.180               0           1        8159
          10    9.97857        9.98891        10.0143       -52.5799        48.2676        114.925       0.135501E+10    8.55723       0.855722        13.8900       0.129298E+10   0.544300E+07   0.565871E+08   0.128579E+09    15.9310       -18.7095       -23.2759               0           0        7654
          11    9.87269        9.85836        10.1153        17.5287       -44.3019        99.9542       0.211175E+09    7.70118       0.770118        11.4800       0.210839E+09    336884.        0.00000        0.00000       -52.1666       -102.674        41.6895               1           1        6891
          12    10.0610        10.1369        9.97254       -112.683       -75.5620        82.3141       0.614137E+09    11.6322        1.16322        16.4200       0.613726E+09    355138.        55705.1        505695.        68.9273        76.4909       -50.1406               0           1        6272
          14    9.95773        10.0741        9.87429       -99.1788       -2.24739        156.010       0.488544E+09    10.2970        1.02970        14.8700       0.480871E+09   0.764256E+07    30026.6        604807.        2.52761        36.1005       -113.331               0           1        5473
          15    10.2049        9.75199        9.80384       -49.2566        60.8695        86.9283       0.548363E+09    11.5376        1.15376        16.7200       0.546384E+09   0.186280E+07    115987.        860816.        161.510       -171.087       -158.642               0           1        5298
          16    9.86524        9.95805        10.0975       -26.7402       -36.6972        180.026       0.119940E+09    6.45345       0.645345        8.66000       0.119553E+09    387434.        0.00000        0.00000       -56.9581       -38.5574        30.2220               1           0        5229
          17    9.78375        9.95275        10.0864       -50.2649        55.6221        66.7421       0.267323E+09    8.76304       0.876304        14.5600       0.267123E+09    98900.9        101200.       0.133678E+07   -109.369       -41.9661        23.1023               0           1        5127
