#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    10.1012        9.93822        9.81287       -60.6333        27.1099        93.4161       0.187261E+12    56.0156        5.60156        118.670       0.171995E+12   0.126349E+11   0.263146E+10   0.231830E+11    0.00000        0.00000        0.00000               0           0     1392244
           2    10.1277        10.0031        9.74179       -147.764       -69.8948        89.0016       0.224870E+11    22.5323        2.25323        51.7300       0.203662E+11   0.197482E+10   0.145973E+09   0.989388E+09    11.7302        28.7230       -31.4873               0           0      131319
           3    9.95288        9.57034        9.74287      -0.501666        72.9218        86.0458       0.344754E+10    14.7221        1.47221        31.5000       0.332982E+10   0.113443E+09   0.428050E+07   0.114498E+09   -65.7077       -162.965       -31.0088               0           1       33474
           4    9.93308        10.3543        9.51366       -9.85018       -22.6504        55.5507       0.439569E+10    15.5992        1.55992        32.7800       0.409478E+10   0.297972E+09   0.293369E+07   0.631324E+08   -74.4788        184.299       -132.545               0           1       31294
           5    10.0667        9.88107        9.86511        35.0055        86.1266       -56.2167       0.719444E+10    12.6255        1.26255        29.0000       0.671270E+10   0.466404E+09   0.153389E+08   0.241129E+09   -15.3051       -25.3165        23.1415               0           0       25754
           6    10.0812        9.94001        9.84297        76.9084        59.5661       -71.4434       0.230470E+11    9.45724       0.945724        28.7000       0.201449E+11   0.249886E+10   0.403272E+09   0.200158E+10   -8.84638       0.792940        13.3338               0           0       17281
           7    10.2223        10.0865        9.73875       -159.793       -17.8801        38.1740       0.119927E+10    10.0389        1.00389        20.8900       0.114382E+10   0.546455E+08    808353.       0.293327E+08    53.6542        65.6989       -32.8339               0           1       13804
           8    10.0914        9.95014        9.85927       -113.139       -32.7187        185.029       0.500381E+10    7.74068       0.774068        23.6100       0.455041E+10   0.421595E+09   0.318107E+08   0.329832E+09   -4.36339        5.28036        20.5544               0           0       12023
          10    10.0772        9.93538        9.89136       -86.3695        78.8811        22.6529       0.425544E+10    8.93541       0.893541        25.2500       0.411688E+10   0.107741E+09   0.308218E+08   0.290771E+09   -10.6360       -1.25807        34.7698               0           0       10557
          11    10.0943        9.93607        9.81277        36.7737        91.8191        11.1889       0.254362E+11    9.24638       0.924638        26.9000       0.225990E+11   0.143637E+10   0.140078E+10   0.142780E+11   -3.06102      -0.952415      -0.442983E-01           0           0       10416
          12    10.1240        9.90308        9.90107        26.0456        84.2968       -65.8762       0.880134E+09    8.12032       0.812032        20.3900       0.870375E+09   0.904574E+07    713456.       0.196121E+08    10.1000       -15.5664        39.0711               0           0        8794
          13    10.0879        10.1063        9.64793       0.426021E-01   -76.2807        81.0102       0.668061E+09    8.28334       0.828334        18.0000       0.626529E+09   0.414327E+08    99025.2       0.409486E+07   -5.88282        74.4611       -73.0657               0           1        8603
          14    10.2102        10.1320        9.32558       -45.6064        6.46828        83.4973       0.698917E+09    8.63728       0.863728        18.3900       0.684477E+09   0.143338E+08    107049.       0.519058E+07    48.2763        85.8458       -215.861               0           1        8570
          15    10.1291        10.1156        9.72163        10.5211       -48.2443        124.890       0.554144E+09    7.78011       0.778011        17.7900       0.529174E+09   0.248671E+08    102543.       0.382185E+07    12.3592        78.5808       -40.4178               0           1        7241
          16    10.0818        9.83917        9.78647       -64.1435        161.907        81.1599       0.562877E+09    8.01976       0.801976        19.5700       0.560434E+09   0.214912E+07    293567.       0.247674E+08   -8.57616       -43.8775       -11.6948               0           0        7194
          17    10.0727        9.95366        9.85469        97.0634       -48.6104       -37.9284       0.617716E+10    7.00267       0.700267        20.0500       0.529689E+10   0.794796E+09   0.854813E+08   0.220932E+09   -12.6295        6.83967        18.5256               0           0        7117
          18    9.60404        10.3503        9.64825       -22.1482        8.60035        67.9803       0.616021E+09    8.22132       0.822132        17.4000       0.612396E+09   0.341545E+07    209850.       0.446784E+07   -220.238        182.536       -72.9239               0           1        5749
          19    10.1121        10.0114        9.72557       -144.075       -40.2997        61.0805       0.166875E+10    6.37408       0.637408        16.5600       0.164001E+10   0.167839E+08   0.119612E+08   0.906464E+08    4.84181        32.3954       -38.6725               0           0        5511
          20    9.94523        10.3474        9.51020       -32.8122       -56.5619        71.7574       0.204943E+10    7.87136       0.787136        17.9600       0.194912E+10   0.974425E+08   0.286728E+07   0.582621E+08   -69.0966        181.269       -134.078               0           1        5239
          21    10.0385        9.89614        9.83681       -126.409       -93.9513        173.505       0.412721E+09    5.37737       0.537737        14.6100       0.406379E+09   0.616023E+07    181742.       0.979968E+07   -27.7928       -18.6407        10.6050               0           0        4954
          22    10.0911        10.0712        9.69073       -131.594       -71.1631        42.0175       0.273266E+09    6.22125       0.622125        16.0800       0.267705E+09   0.511137E+07    449595.       0.209014E+08   -4.48742        58.9124       -54.1060               0           1        4802
          23    10.0917        9.94349        9.82237        7.25745        17.8209        59.8516       0.778025E+10    5.46464       0.546464        16.6800       0.706513E+10   0.288576E+09   0.426543E+09   0.326970E+10   -4.19948        2.33452        4.20834               0           0        4666
          24    10.4165        10.3541        9.71022       -72.0636       -42.9788        54.8014       0.392005E+09    7.25030       0.725030        16.6000       0.388754E+09   0.319405E+07    56446.9       0.144042E+07    139.655        184.241       -45.4723               0           1        4585
          25    9.98755        9.95308        9.72556       -57.9419       -47.6352        119.333       0.261444E+09    6.34174       0.634174        16.3700       0.260722E+09    539336.        183198.       0.183509E+08   -50.3495        6.58273       -38.6769               0           1        4224
          26    10.1557        10.0414        9.84320        58.2068        69.9846        60.4534       0.252368E+09    5.65202       0.565202        12.6900       0.252158E+09    143090.        66290.1       0.215552E+07    24.1205        45.7115        13.4357               0           0        4208
          27    10.3742        9.53499        9.49398       -35.1666        45.3425        67.7724       0.403443E+09    7.34731       0.734731        16.5100       0.401558E+09   0.176785E+07    117733.       0.242001E+07    120.952       -178.624       -141.263               0           1        4172
          28    10.1350        9.98726        9.76955       -95.0801        34.4808        105.767       0.455183E+09    4.93527       0.493527        12.4200       0.389336E+09   0.653261E+08    520852.       0.146886E+08    14.9684        21.7239       -19.1900               0           0        4052
          29    10.0360        9.89544        9.90209       -109.115        21.4593        182.100       0.493865E+09    5.76409       0.576409        12.2800       0.489185E+09   0.448505E+07    194631.       0.685684E+07   -28.8914       -18.9508        39.5230               0           0        3999
          30    10.3538        10.0579        9.72013       -111.581       -54.4606        38.6237       0.319786E+09    6.48483       0.648483        13.3500       0.312350E+09   0.734711E+07    88303.5       0.314554E+07    111.875        53.0207       -41.0823               0           1        3966
          31    10.2060        10.0981        9.48204       -76.7982       -13.3171        98.8820       0.345060E+09    6.81042       0.681042        14.1900       0.339287E+09   0.577260E+07    0.00000        0.00000        46.4247        70.8198       -146.552               1           1        3707
          32    10.1199        10.1183        9.63084        26.3549       -50.9996        85.2468       0.310168E+09    6.34484       0.634484        14.1300       0.289321E+09   0.207980E+08    49551.7       0.158097E+07    8.30151        79.7769       -80.6363               0           1        3446
          33    9.97217        9.58080        9.76977        23.3790        70.8822        46.3828       0.291195E+09    6.00773       0.600773        13.1700       0.288573E+09   0.258558E+07    36629.8        850105.       -57.1626       -158.331       -19.0926               0           1        3346
          34    9.86916        9.87149        10.0750       -38.1876        52.6132       -7.43947       0.265430E+09    6.25580       0.625580        14.4900       0.262800E+09   0.254051E+07    89755.0       0.370866E+07   -102.794       -29.5603        116.137               0           1        3288
          36    9.92865        9.76249        9.98656        22.4678        97.2725        55.1666       0.244544E+09    6.18670       0.618670        12.9800       0.243678E+09    866100.        0.00000        0.00000       -76.4412       -77.8455        76.9418               1           1        3205
          37    10.2773        10.0939        9.75970       -151.016        32.6704        67.3692       0.236768E+09    5.85712       0.585712        12.7000       0.232288E+09   0.447947E+07    0.00000        0.00000        77.9872        68.9637       -23.5534               1           1        3172
          38    9.51810        10.2355        9.80909        1.39833        18.1754        79.2229       0.317068E+09    6.77276       0.677276        14.4600       0.314429E+09   0.253899E+07    100414.       0.243080E+07   -258.308        131.681       -1.67448               0           1        3156
          39    10.2538        9.62996        9.61142       -45.8213        65.5460        80.0595       0.273713E+09    6.41439       0.641439        14.5900       0.270698E+09   0.291880E+07    96174.4       0.267164E+07    67.5816       -136.554       -89.2390               0           1        3147
