#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    10.2200        9.75849        9.14724        3.55519        33.1753        61.1050       0.349864E+10    4.34222       0.434222        55.5200       0.322448E+10   0.251839E+09   0.223205E+08   0.409140E+10    0.00000        0.00000        0.00000               0           0       25763
           2    10.2324        9.80121        9.14458       -9.24732       -12.9155        69.3264       0.120896E+10    2.91375       0.291375        36.9200       0.108828E+10   0.115093E+09   0.558507E+07   0.192690E+10    1.59735        5.50311      -0.342656               0           1       14142
           3    9.55355        10.0318        9.13202        38.6275        16.2327        92.6617       0.146192E+10    3.27379       0.327380        45.3800       0.135956E+10   0.953112E+08   0.705170E+07   0.128372E+10   -85.8496        35.2086       -1.96061               0           1       10737
           4    10.5439        9.61135        9.01292       -35.4736        15.6203        41.9836       0.107205E+10    2.95536       0.295536        38.0900       0.100231E+10   0.666887E+08   0.304471E+07   0.123521E+10    41.7242       -18.9543       -17.3029               0           1        9497
           5    10.3656        9.74750        9.02225       -33.5285      -0.294823        83.4008       0.913646E+09    2.81700       0.281700        37.2500       0.868129E+09   0.428256E+08   0.269186E+07   0.120898E+10    18.7559       -1.41571       -16.1010               0           1        8886
           6    10.2114        9.73466        9.15233        25.7066        80.3086        43.6335       0.763141E+09    2.18631       0.218631        27.9700       0.717899E+09   0.422486E+08   0.299321E+07   0.757523E+09   -1.10397       -3.06974       0.655685               0           0        7848
           7    10.1457        10.0184        9.23735       -3.78485       -25.9383        43.4190       0.980984E+09    2.85526       0.285526        36.7600       0.913938E+09   0.651076E+08   0.193804E+07   0.852796E+09   -9.57506        33.4786        11.6078               0           1        7787
           8    10.2677        9.90594        9.12147       -14.3918       -15.6933        80.2777       0.903802E+09    2.73791       0.273791        34.6900       0.819825E+09   0.812645E+08   0.271169E+07   0.473271E+09    6.15236        18.9942       -3.31965               0           1        7521
           9    9.64931        10.3541        9.57542        25.2775       -19.6708        20.8121       0.159667E+10    3.35920       0.335920        43.3100       0.148627E+10   0.106373E+09   0.402881E+07   0.101341E+10   -73.5140        76.7306        55.1574               0           1        6697
          10    10.0672        9.98616        9.47235       -27.7868       -1.36009        29.2630       0.512177E+09    2.31590       0.231590        29.7800       0.487522E+09   0.229690E+08   0.168586E+07   0.370119E+09   -19.6847        29.3280        41.8801               0           1        6619
          11    10.0470        9.94254        9.58863       -12.5694       -3.65232        10.2050       0.108601E+10    2.90215       0.290215        37.0100       0.989927E+09   0.938963E+08   0.218918E+07   0.629492E+09   -22.2907        23.7090        56.8591               0           1        5990
          12    10.3230        10.3658        9.06036       -18.7534        1.59297        48.8330       0.534965E+09    2.33561       0.233561        31.1800       0.498746E+09   0.349293E+08   0.129002E+07   0.292533E+09    13.2747        78.2352       -11.1917               0           1        4672
          13    10.5193        10.0108        9.31446       -41.7160        5.64506        4.87465       0.471974E+09    2.23784       0.223784        29.8900       0.437556E+09   0.327588E+08   0.165855E+07   0.174967E+09    38.5514        32.4983        21.5410               0           1        4350
          14    9.64788        10.3486        9.57559       -9.74248        20.3049        42.8465       0.920139E+09    1.97080       0.197080        25.7300       0.864221E+09   0.527876E+08   0.313017E+07   0.811169E+09   -73.6982        76.0169        55.1793               0           1        3979
