#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    9.99534        9.96856        9.95841       -8.50400       -2.98297        41.1407       0.364894E+12    94.2096        9.42096        166.510       0.328384E+12   0.193808E+11   0.171298E+11   0.185872E+11    0.00000        0.00000        0.00000               0           0     4137663
           2    9.94086        9.98602        9.94773        12.5234       -86.9859        153.544       0.211735E+10    11.0889        1.10889        25.4400       0.200898E+10   0.839337E+08   0.244380E+08   0.108681E+09   -33.4712        10.7270       -6.56153               0           0       17232
           3    9.86513        9.85857        10.1237       -67.7895       -4.18289       -74.6748       0.108000E+10    13.1956        1.31956        18.9800       0.107722E+10   0.260751E+07    165791.        694530.       -79.9978       -67.5752        101.575               0           1       14275
           4    10.0457        10.0063        10.1185       -170.610        16.6660        77.7203       0.870592E+09    11.5570        1.15570        16.3900       0.864554E+09   0.601409E+07    23790.5        117779.        30.9645        23.2111        98.3492               0           1       12994
           6    9.95443        10.0736        9.96115       -29.1095        164.999        14.6873       0.992090E+09    11.2658        1.12658        17.5000       0.990675E+09   0.117104E+07    244073.       0.257172E+07   -25.1341        64.5094        1.68339               0           0        9332
           7    10.0006        10.0264        10.0799       -29.7241       -19.0259       -18.0954       0.122946E+10    11.1435        1.11435        20.3300       0.121465E+10   0.326414E+07   0.115447E+08   0.280255E+08    3.23776        35.5478        74.6098               0           0        8481
           8    9.94098        9.91810        9.96662       -62.2317       -109.552        62.0023       0.488760E+09    7.21830       0.721830        11.2500       0.480289E+09    883535.       0.758730E+07   0.393367E+08   -33.3975       -31.0014        5.04402               0           0        8400
           9    9.99167        10.0063        10.2090      -0.244472       -14.1769        119.976       0.297968E+09    8.65471       0.865471        14.9400       0.296970E+09    457940.        540018.       0.471472E+07   -2.25476        23.2050        153.944               0           1        8175
          10    9.98493        9.98459        9.97151        81.9531        147.197       -112.068       0.150197E+11    10.2054        1.02054        26.4300       0.141777E+11   0.366732E+08   0.805325E+09   0.674534E+09   -6.39565        9.84844        8.04832               0           0        7842
          11    10.0286        9.87953        9.89839       -18.1244        65.7518       -47.4926       0.343596E+09    8.80831       0.880830        17.6400       0.342696E+09    381756.        518543.       0.637199E+07    20.4341       -54.6979       -36.8748               0           0        7414
          12    9.97626        10.0304        10.0994        6.86527        7.26548        186.829       0.672998E+09    10.0407        1.00407        13.2800       0.670094E+09   0.281186E+07    91981.4        576360.       -11.7223        37.9807        86.6147               0           1        7290
          13    10.0707        9.87919        9.83371       -16.3745        42.3464        64.1193       0.351812E+09    9.20335       0.920335        15.8400       0.351093E+09    223635.        495439.       0.240345E+07    46.3116       -54.9067       -76.6126               0           1        6778
          14    9.99317        10.0296        10.0765        45.8962        67.2739        193.347       0.105904E+10    9.44295       0.944295        13.2100       0.104613E+10   0.161213E+07   0.113004E+08   0.277084E+08   -1.33320        37.4892        72.5639               0           0        6727
          15    10.2034        9.87115        10.1206       -29.9882       -14.4095        78.6979       0.487387E+09    10.5187        1.05187        19.3300       0.485195E+09    40956.0       0.215170E+07   0.105050E+08    127.802       -59.8463        99.6640               0           1        6454
          16    9.86085        9.98505        9.93446       -129.499       -58.3172        26.7359       0.318931E+09    7.96169       0.796169        11.3600       0.317754E+09   0.110204E+07    74906.8       0.118739E+07   -82.6274        10.1311       -14.7143               0           0        5846
          17    10.0173        9.93103        9.85917       -219.816       -5.74899        81.0961       0.578849E+09    8.93794       0.893794        13.0100       0.577063E+09   0.178642E+07    0.00000        0.00000        13.5101       -23.0575       -60.9706               1           0        5839
          18    10.1126        9.88263        10.0040       -159.219        88.3239        92.6734       0.550435E+09    10.3891        1.03891        14.7600       0.550042E+09    334798.        57839.1        803321.        72.0294       -52.7933        28.0094               0           0        5520
          19    10.0208        10.0501        9.86239       -128.068       -34.7735        181.409       0.857649E+09    11.5576        1.15576        18.3900       0.855991E+09   0.143365E+07    224196.       0.103698E+07    15.6604        50.1146       -58.9923               0           0        5236
          20    9.78352        9.87656        9.94947        6.02467       -27.6906        62.1982       0.217895E+09    7.99671       0.799671        14.7300       0.217490E+09    189028.        216453.       0.160411E+07   -130.137       -56.5226       -5.49252               0           1        4857
          21    9.90636        9.93554        9.92118       -157.726        26.4554        179.000       0.299007E+09    7.33012       0.733012        10.9200       0.296637E+09   0.236742E+07    2644.67        46409.5       -54.6671       -20.2867       -22.8732               0           0        4835
          22    9.99029        9.86925        9.87669       -29.3849        91.6211        105.081       0.354049E+09    8.61355       0.861355        18.0500       0.350345E+09   0.152123E+07   0.218362E+07   0.150369E+08   -3.10260       -61.0136       -50.2068               0           0        4723
          23    9.97331        9.80984        9.86892       -19.2900       -56.9960       -7.55795       0.329208E+09    8.86974       0.886974        16.8800       0.326318E+09   0.233752E+07    552441.       0.299467E+07   -13.5347       -97.5137       -54.9805               0           1        4429
