#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    8.71554        10.1011        10.4273        85.8862       -28.2351       -9.93125       0.589883E+11    16.9446        1.69446        119.000       0.511603E+11   0.670442E+10   0.112357E+10   0.570976E+10    0.00000        0.00000        0.00000               0           0      414730
           2    8.75212        10.1867        9.93659        43.4421        8.14571       -34.6094       0.164081E+11    9.01710       0.901710        59.7500       0.147936E+11   0.136156E+10   0.252885E+09   0.175109E+10    7.32127        17.1403       -98.2067               0           1       93753
           3    8.74909        10.2089        9.90947        104.813       -64.5548        41.3304       0.340422E+11    14.3622        1.43622        94.2500       0.297356E+11   0.397419E+10   0.332441E+09   0.253268E+10    6.71484        21.5715       -103.635               0           1       90744
           4    9.03369        10.0916        10.2298        23.3080        32.2100        13.2115       0.109017E+11    9.77205       0.977204        64.0800       0.100511E+11   0.762012E+09   0.885884E+08   0.892196E+09    63.6759       -1.89136       -39.5285               0           1       86189
           5    8.88235        10.1525        10.6664        32.1570       -79.8799       -158.148       0.123069E+11    9.75203       0.975203        65.4800       0.110896E+11   0.113452E+10   0.827900E+08   0.119246E+10    33.3860        10.2954        47.8605               0           1       63151
           6    8.80886        10.0712        10.4627        27.9431       -59.4155       -110.319       0.658630E+10    7.93272       0.793272        54.4500       0.574839E+10   0.763679E+09   0.742318E+08   0.837923E+09    18.6775       -5.98231        7.08310               0           1       62829
           7    8.73078        10.1921        9.85836        25.9378       -72.5564        112.328       0.879044E+10    7.94713       0.794713        52.0800       0.732441E+10   0.141026E+10   0.557762E+08   0.546489E+09    3.05020        18.2131       -113.864               0           1       55271
           8    8.70341        10.1244        10.4459        118.870       -10.7652       -228.350       0.130042E+11    6.04816       0.604816        44.5800       0.112307E+11   0.136546E+10   0.408010E+09   0.139646E+10   -2.42775        4.65735        3.72869               0           0       43975
           9    9.27695        10.0115        9.85094        12.1470        43.6893        71.4601       0.592149E+10    7.97935       0.797935        52.7400       0.546746E+10   0.419293E+09   0.347378E+08   0.398231E+09    112.363       -17.9329       -115.349               0           1       43074
          10    8.76431        10.1561        10.0877        86.1203       -27.9672       -19.7508       0.352435E+10    6.69162       0.669162        44.5300       0.331577E+10   0.181799E+09   0.267824E+08   0.289780E+09    9.76103        11.0059       -67.9670               0           1       40940
          11    8.47145        10.0668        10.5019        112.850        7.47252       -58.1779       0.568544E+10    7.58907       0.758907        49.7700       0.485928E+10   0.781144E+09   0.450169E+08   0.390342E+09   -48.8532       -6.87295        14.9448               0           1       37458
          12    9.02914        11.2082        10.9707        36.5029       -92.3665       -65.6955       0.528079E+10    7.78441       0.778441        52.2400       0.493669E+10   0.310045E+09   0.340540E+08   0.371688E+09    62.7652        221.572        108.756               0           1       36685
          13    8.87303        10.1403        10.6917        68.6459       -56.4945       -103.049       0.530416E+10    5.59623       0.559623        36.9700       0.472783E+10   0.515586E+09   0.607374E+08   0.589317E+09    31.5207        7.84965        52.9321               0           1       34236
          14    8.79345        10.1307        10.3986       -8.20618       -20.1531       -22.9055       0.321107E+10    5.95089       0.595089        41.2200       0.293840E+10   0.250026E+09   0.226469E+08   0.383087E+09    15.5932        5.91626       -5.74013               0           1       32540
          15    8.72963        10.2151        9.91460        117.128        14.6501        49.6070       0.721317E+10    5.32324       0.532324        35.9800       0.630954E+10   0.764492E+09   0.139141E+09   0.913218E+09    2.82003        22.8144       -102.608               0           1       31661
          16    8.95947        10.0633        10.4468        48.0755        126.300       -90.7918       0.566087E+10    6.93160       0.693160        50.2400       0.504061E+10   0.586919E+09   0.333354E+08   0.302265E+09    48.8212       -7.57346        3.90281               0           1       31338
          17    9.09983        11.1690        10.9461        47.9898       -65.7924       -55.6014       0.308468E+10    6.40582       0.640582        42.2100       0.288153E+10   0.192168E+09   0.109888E+08   0.222693E+09    76.9134        213.732        103.837               0           1       28509
          18    8.89797        11.2449        10.9954        103.015       -101.085       -90.0972       0.359471E+10    6.71784       0.671784        44.0000       0.325067E+10   0.324478E+09   0.195616E+08   0.166796E+09    36.5123        228.925        113.714               0           1       27377
          19    9.23977        10.0425        9.84354        62.5868        19.9438        70.7107       0.417395E+10    6.88736       0.688737        45.8500       0.374104E+10   0.415316E+09   0.175871E+08   0.196207E+09    104.922       -11.7304       -116.830               0           1       23868
          20    8.76243        10.1282        10.4035        191.942        24.0250       -49.7434       0.400615E+10    4.69799       0.469799        33.7100       0.387423E+10   0.646028E+08   0.673169E+08   0.588664E+09    9.38476        5.43391       -4.75943               0           0       23772
          21    9.03910        10.0450        10.3377        14.6017       -27.7301       -23.6688       0.203924E+10    5.60284       0.560284        37.9800       0.189282E+10   0.136350E+09   0.100732E+08   0.224319E+09    64.7586       -11.2181       -17.9269               0           1       23388
          22    8.59688        10.0596        10.4406        158.380        13.0331       -147.204       0.144948E+10    4.96578       0.496578        34.4300       0.135033E+10   0.816713E+08   0.174702E+08   0.159581E+09   -23.7491       -8.30798        2.67192               0           1       19665
          23    8.57644        9.56712        9.48871        54.1629        49.0593        44.4291       0.236324E+10    5.97571       0.597571        40.8600       0.227002E+10   0.827932E+08   0.104262E+08   0.214022E+09   -27.8401       -106.873       -187.847               0           1       19642
          24    9.65578        10.1097        10.4728        40.1402       -78.3612       -32.8116       0.183632E+10    5.40250       0.540249        35.3900       0.168123E+10   0.144179E+09   0.109128E+08   0.121318E+09    188.184        1.71524        9.10656               0           1       18698
          25    9.56536        9.97276        10.6353        88.6790        18.7839       -59.3972       0.205737E+10    5.53839       0.553839        36.2800       0.192566E+10   0.127159E+09   0.455210E+07   0.103757E+09    170.087       -25.6865        41.6300               0           1       16234
          26    8.96321        10.0847        10.4169        8.51239       -39.5026       -49.9705       0.325674E+10    5.71172       0.571172        37.5800       0.272665E+10   0.505520E+09   0.245668E+08   0.115887E+09    49.5697       -3.28236       -2.08350               0           1       16212
          27    9.26973        10.0817        10.3954        38.4327       -57.9731       -16.5444       0.181709E+10    5.09447       0.509447        33.3700       0.160683E+10   0.204127E+09   0.613033E+07   0.767928E+08    110.918       -3.87479       -6.38660               0           1       15986
          28    9.69658        11.1705        11.0568        35.5538       -84.8701       -97.1335       0.154298E+10    5.19855       0.519855        34.3000       0.150257E+10   0.337171E+08   0.670114E+07   0.143204E+09    196.349        214.032        125.997               0           1       15763
