#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    10.0448        9.94860        9.99252        50.3447       -41.4284        51.2368       0.449094E+12    116.417        9.76010        188.678       0.404250E+12   0.209743E+11   0.238694E+11   0.212565E+11    0.00000        0.00000        0.00000               0           0     5727933
           2    9.96980        9.89770        9.93309        112.938        77.5125       -54.4884       0.491287E+10    22.9592       0.392400        34.5504       0.489026E+10   0.125605E+07   0.213482E+08   0.564065E+08   -53.6539       -36.3925       -42.4875               0           1       32150
           3    10.0362        10.0770        10.0455        51.2821       -23.7958        28.5425       0.326113E+10    20.0284       0.533457        32.0380       0.314281E+10   0.851058E+07   0.109801E+09   0.914061E+08   -6.18803        91.8144        37.8953               0           1       30324
           4    9.95840        10.0603        10.1470        67.5628        32.7117        14.9454       0.186719E+10    17.9628       0.940660        24.8836       0.178681E+10   0.770981E+08   0.327873E+07   0.601278E+07   -61.8045        79.8917        110.477               0           1       26549
           5    10.0871        9.78463        10.0147       -15.5737      -0.325068E-01    181.058       0.241425E+10    18.8489        1.03733        24.1099       0.230245E+10   0.110471E+09   0.132796E+07   0.255071E+07    30.2352       -117.231        15.8872               0           1       21273
           6    10.0122        9.90990        10.0696       -46.9064       -95.3178       -7.02036       0.214567E+10    14.3888       0.165185        22.8160       0.212446E+10   0.281467E+07   0.183944E+08   0.390908E+08   -23.3493       -27.6720        55.1417               0           1       17278
           7    9.94241        9.89186        9.88630       0.569812       -62.0537        131.671       0.126565E+10    16.2923       0.335424        23.5929       0.126254E+10    152220.       0.296522E+07   0.129091E+08   -73.2346       -40.5671       -75.9393               0           1       16350
           8    10.2598        9.86741        9.92835        143.161       -21.8887       -27.8150       0.118981E+10    15.8281        2.41590        18.8120       0.118963E+10    35105.6        149817.       0.149574E+07    153.663       -58.0466       -45.8736               0           1       14370
           9    10.0928        9.85065        10.2074        38.4029       -120.717        64.8346       0.718706E+09    13.4421       0.525546        19.1396       0.716568E+09   0.116922E+07    968794.       0.309451E+07    34.2547       -70.0301        153.601               0           1       11806
          10    9.96541        9.99038        9.66567        69.2276       -6.07386        117.818       0.948439E+09    15.3872        1.05756        20.0080       0.946860E+09   0.125574E+07    323407.       0.223875E+07   -56.7926        29.8698       -233.686               0           1       10259
