#          i      x              y              z              v_x            v_y            v_z            Mvir           Rvir     Rs (Rockstar)       v_max           Mdm           Mgas           Mstars    Avg age of stars     xc             yc             zc      flag DM only  flag outside Rvir  Np bound
# (h^-1 comoving Mpc) (h^-1 comoving Mpc) (h^-1 comoving Mpc) (km/s)         (km/s)         (km/s)         (Msun)         (kpc)         (kpc)           (km/s)         (Msun)         (Msun)         (Msun)         (yrs)          (kpc)          (kpc)          (kpc)
           1    9.97289        10.1395        10.1879       -124.988        147.476        171.428       0.368783E+12    104.139        7.11741        198.327       0.335002E+12   0.940478E+10   0.243763E+11   0.767778E+10    0.00000        0.00000        0.00000               0           0     5794150
           3    9.98600        10.1282        10.1864        29.2882       -4.55697        49.2390       0.106518E+12    19.6746       0.116960E-01    45.4436       0.816567E+11   0.183383E+10   0.230279E+11   0.681622E+10    8.99534       -7.75695       -1.00924               0           0       93941
           4    9.88856        10.4207        10.4118       -137.555        65.6241        323.645       0.632685E+10    25.4919        3.07153        32.4955       0.625676E+10   0.632327E+08   0.685475E+07   0.519762E+07   -57.8539        192.906        153.605               0           1       54765
           5    10.0193        10.3277        10.3816       -160.492        255.617        261.518       0.305710E+10    20.9400        1.20064        29.7285       0.300174E+10   0.437893E+08   0.115708E+08   0.122874E+08    31.8710        129.121        132.933               0           1       35674
           6    9.98153        10.1890        10.1668        26.3228        209.635        103.769       0.212466E+10    12.4930       0.282141        26.9093       0.204980E+10   0.462622E+07   0.702261E+08   0.816178E+08    5.92645        33.9896       -14.4703               0           1       32049
           7    9.86427        10.3949        10.4903        96.9345        319.548        226.865       0.432549E+10    21.3346        2.90990        26.7057       0.416936E+10   0.150485E+09   0.564555E+07   0.523252E+07   -74.5198        175.230        207.461               0           1       31233
           8    9.95177        9.93484        9.93244        70.4165        258.106        257.468       0.313384E+10    21.5967        1.59724        29.0073       0.312311E+10   0.780442E+07   0.292467E+07   0.398424E+07   -14.4861       -140.422       -175.247               0           1       30022
           9    9.92396        10.1318        10.1450        131.343        218.576        392.556       0.705052E+10    19.8130        1.30630        27.0647       0.701957E+10   0.201628E+08   0.107883E+08   0.704647E+07   -33.5697       -5.29113       -29.3825               0           1       26714
          10    9.94036        10.1493        10.2203        4.04611       -5.45841        189.930       0.955646E+10    14.5912       0.717950E-01    29.1018       0.902287E+10   0.275763E+09   0.257825E+09   0.132162E+09   -22.3192        6.68527        22.2321               0           1       23847
          11    10.1872        10.3491        10.2254       -1.43802        170.736        174.561       0.149049E+10    16.0940        1.09064        21.7283       0.139007E+10   0.984218E+08   0.199504E+07    743928.        147.020        143.819        25.7758               0           1       22385
          12    9.95867        10.1295        10.2028        134.897        91.2560        108.242       0.254077E+11    13.2867       0.461070E-01    26.6161       0.224117E+11   0.835933E+09   0.216005E+10   0.401963E+09   -9.75278       -6.86640        10.2584               0           1       20712
          13    9.94455        10.1940        10.1550       -209.905        222.953        256.275       0.235510E+10    13.7323       0.117565        20.0897       0.233240E+10   0.188612E+08   0.384620E+07   0.412218E+07   -19.4424        37.3906       -22.5834               0           1       16059
          14    9.86180        10.3672        10.1880       -25.6900        89.5712        373.731       0.170441E+10    15.8692       0.381291        24.8721       0.138525E+10   0.315302E+09   0.385654E+07   0.417752E+07   -76.2144        156.220       0.974249E-01           0           1       15014
          15    10.1161        9.90330        9.94700       -34.5034        271.678        251.931       0.159503E+10    17.0210       0.945940        24.8599       0.150754E+10   0.845784E+08   0.290877E+07   0.468984E+07    98.2441       -162.056       -165.259               0           1       14441
          16    10.1125        10.1483        10.3948       -88.0592        190.373        206.023       0.923425E+09    14.2821       0.404537        23.0255       0.910945E+09    119506.       0.123600E+08   0.697670E+07    95.7989        6.01290        141.971               0           1       13888
          17    9.91196        10.4029        10.4233       -68.4415        149.634        238.710       0.146610E+10    14.1640        1.95321        17.7734       0.146416E+10   0.123087E+07    703736.       0.115083E+07   -41.8056        180.689        161.504               0           1       13673
          18    10.2252        9.85090        10.1074        14.1657        272.226        275.982       0.127868E+10    14.8747        1.79051        18.8629       0.127576E+10   0.281436E+07    112211.        395724.        173.121       -198.009       -55.1947               0           1       13420
          19    9.82496        9.93696        10.2832        35.5620        338.620        158.267       0.125227E+10    15.9960        3.15912        18.7374       0.125181E+10    326165.        135212.        144411.       -101.495       -138.968        65.3913               0           1       13355
          20    9.89172        10.3722        10.5783        97.1882        296.299        229.918       0.842597E+09    13.9933        1.89329        18.3082       0.841192E+09   0.126915E+07    135436.        167325.       -55.6886        159.684        267.862               0           1       11952
          21    9.90074        10.3010        10.2172       -7.51986        49.9781        370.885       0.162948E+10    14.6425        2.00990        17.7940       0.161905E+10   0.904810E+07   0.138733E+07    952724.       -49.5028        110.772        20.1553               0           1       11743
          22    9.98874        10.2139        10.1561       -19.7090        98.8247        355.993       0.136127E+10    13.7647       0.987480E-01    23.5924       0.135591E+10   0.108695E+07   0.427647E+07   0.694886E+07    10.8780        51.0212       -21.8033               0           1       10842
          23    9.88066        10.0209        10.2213        36.6999        362.699        163.337       0.103002E+10    14.3130       0.882040        18.8770       0.102809E+10   0.185449E+07    77645.2        89563.3       -63.2768       -81.4033        22.9415               0           1       10162
          24    10.1330        9.95523        10.2033       -173.302        141.052        260.953       0.104754E+10    14.7171        1.96654        18.7115       0.104214E+10   0.496315E+07    443288.       0.122260E+07    109.851       -126.429        10.6179               0           1        9794
          25    9.85340        10.4052        10.4953       -37.1580        230.746        208.249       0.329165E+10    15.2329        1.15118        21.1895       0.317161E+10   0.114382E+09   0.566051E+07   0.513078E+07   -81.9776        182.261        210.955               0           1        9237
          26    9.88320        10.1166        10.1982       -235.572        155.725        113.220       0.787369E+09    11.0823       0.282827        15.2860       0.781749E+09   0.561908E+07    1775.98        22226.9       -61.5341       -15.7321        7.08320               0           1        9069
          27    9.97359        10.1401        10.1883       -135.648        277.338        230.138       0.543322E+11    7.02189       0.417271        14.2951       0.325109E+11   0.107115E+10   0.207501E+11   0.606663E+10   0.480950       0.421946       0.273064               0           0        8666
          28    9.82249        10.0512        10.4761       -3.17282        343.060        148.570       0.738853E+09    13.5340        1.68384        17.8580       0.738683E+09    83852.4        86203.0        90019.6       -103.190       -60.5942        197.766               0           1        8532
          29    9.93967        10.2607        10.3020        14.3880        380.987        210.272       0.933827E+09    12.2942       0.363480        18.1052       0.917930E+09   0.151753E+08    721778.       0.162387E+07   -22.7926        83.1604        78.3358               0           1        7696
          30    9.87820        10.2824        9.91282       -64.6012        101.050        327.120       0.117504E+10    15.0419        3.17164        17.5264       0.117499E+10    48911.0        0.00000        0.00000       -64.9612        98.0232       -188.712               1           1        7483
          31    10.2948        9.83803        10.1369       -201.526        180.318        160.829       0.119270E+10    13.0140       0.349372        19.2942       0.118788E+10   0.412841E+07    695016.       0.158036E+07    220.852       -206.839       -35.0009               0           1        7018
          32    9.88009        10.3115        9.91077       -53.3151        122.289        316.512       0.761682E+09    13.0881        4.59798        15.0737       0.760714E+09    967248.        0.00000        0.00000       -63.6679        118.013       -190.117               1           1        6817
          33    10.0777        10.4423        10.3412       -39.3316        152.155        223.521       0.488848E+09    11.6005        1.97275        14.0095       0.485361E+09   0.348174E+07    5370.84        16518.3        71.8982        207.734        105.220               0           1        6748
          34    9.92443        10.1456        10.2097       -76.6677        428.565        107.591       0.285956E+10    11.0333       0.136138        17.5281       0.278766E+10   0.507117E+08   0.211891E+08   0.602950E+07   -33.2487        4.16663        14.9781               0           1        6723
          35    9.84566        10.5688        10.3416        44.1199        109.321        386.818       0.828105E+09    13.6995        1.79859        17.9299       0.822070E+09   0.603498E+07    0.00000        0.00000       -87.2886        294.511        105.463               1           1        6421
          36    10.3269        10.0287        10.2325       -167.591        189.497        157.292       0.656450E+09    12.2563        1.29282        15.6731       0.637504E+09   0.189469E+08    0.00000        0.00000        242.856       -76.0189        30.5853               1           1        6348
          37    9.88666        10.2333        10.2414       -93.8070        192.776        345.201       0.709824E+09    9.77465       0.365792        14.8566       0.615722E+09   0.937855E+08    315892.        527926.       -59.1596        64.3739        36.6956               0           1        6313
          38    9.95022        10.3759        10.1319        23.8098        202.423        241.196       0.354316E+09    9.72162       0.389148        14.7670       0.352755E+09   0.102783E+07    532643.        866896.       -15.5509        162.191       -38.4321               0           1        6265
          39    10.1936        10.1172        10.1902       -37.5773        112.504        204.903       0.328621E+09    10.0383       0.456291        14.9986       0.328063E+09    448214.        109951.        182934.        151.411       -15.3026        1.58761               0           1        6111
          41    9.87504        10.2459        10.4732       -14.0442        96.7843        346.620       0.546678E+09    11.8787       0.163736        18.3234       0.546052E+09    115502.        511344.        776909.       -67.1299        73.0234        195.783               0           1        5867
          42    10.1382        10.1825        9.96776       -1.72889        304.430        259.686       0.535415E+09    12.0045        1.45114        15.4156       0.535161E+09    254732.        0.00000        0.00000        113.442        29.4704       -151.020               1           1        5757
          43    9.82777        10.2519        10.3649        51.9623        340.423        139.459       0.339144E+09    9.88180        1.87629        12.1509       0.339038E+09    98649.9        8273.13        29281.0       -99.5648        77.0803        121.461               0           1        5301
          44    10.0416        10.1404        10.2568        65.4094        329.355        208.436       0.468463E+09    9.00681       0.150426        13.4690       0.468068E+09    364254.        30342.8        38002.4        47.1646       0.599644        47.3149               0           1        4936
          45    10.1580        10.2939        10.0567       -46.7399        180.403        186.395       0.294152E+09    9.74324       0.138269        14.8193       0.293977E+09    16588.4        159211.        264151.        127.025        105.901       -89.9719               0           1        4820
          46    9.73714        10.1848        10.3670       -139.811        199.987        244.183       0.120039E+09    7.33220       0.290911        12.0094       0.119470E+09    45765.9        523574.       0.105487E+07   -161.743        31.0470        122.932               0           1        4626
          47    10.0572        10.1606        10.2361        29.2458        161.848        129.570       0.576575E+09    9.38801       0.415660E-01    17.0619       0.563428E+09   0.666043E+07   0.648640E+07   0.506416E+07    57.8430        14.4800        33.0655               0           1        4505
          48    10.0007        10.3231        9.90706       -42.4341        90.6697        346.319       0.365507E+09    10.5503       0.358916        15.3820       0.364727E+09    37442.0        742193.        768961.        19.0692        125.965       -192.662               0           1        4502
          49    9.82089        10.0132        10.1214       -13.9421        171.144        208.351       0.277204E+09    9.63087       0.167225        15.5280       0.276351E+09    490837.        361728.       0.103148E+07   -104.285       -86.6794       -45.5791               0           1        4443
          50    9.89389        10.4148        10.4205       -132.736        118.479        314.932       0.244107E+10    10.5407       0.179048        16.3142       0.241471E+10   0.201961E+08   0.616428E+07   0.385745E+07   -54.2012        188.888        159.616               0           1        4370
          51    9.76041        10.1868        10.3465       -131.105        85.6353        208.595       0.304262E+09    9.43965        1.06019        12.2563       0.304120E+09    141929.        0.00000        0.00000       -145.777        32.4775        108.824               1           1        4317
          52    9.81102        10.1978        10.5344        9.03914        345.505        152.741       0.346899E+09    10.4131       0.940311        13.4428       0.346853E+09    33724.4        12728.0        32021.9       -111.058        39.9922        237.774               0           1        4216
          53    9.95689        10.1889        10.2200       -19.8633        314.721        243.679       0.721976E+09    7.18044       0.275722        12.2377       0.715658E+09    877525.       0.544050E+07   0.606940E+07   -10.9761        33.8751        22.0448               0           1        4101
          54    9.97896        10.3237        10.1826       -168.723        59.9741        308.035       0.238029E+09    8.69221       0.760431        11.5919       0.236944E+09   0.105664E+07    28620.0        2633.07        4.16732        126.407       -3.62325               0           1        3973
          55    9.91733        10.3498        10.0230       -46.9929        121.667        350.391       0.520891E+09    11.8242        1.46962        15.0493       0.517619E+09   0.327260E+07    0.00000        0.00000       -38.1165        144.262       -113.109               1           1        3968
          56    10.3943        9.89794        10.1479       -138.075        166.137        180.675       0.331491E+09    9.91183        1.01821        13.7456       0.329061E+09   0.243005E+07    0.00000        0.00000        289.103       -165.740       -27.4114               1           1        3883
          57    9.98374        10.3273        10.4354       -132.114        241.604        227.188       0.300476E+09    9.72545       0.230934        15.0017       0.299963E+09    121829.        391928.        437279.        7.44752        128.855        169.802               0           1        3673
          58    10.1898        10.0952        10.1895       -55.1696        129.841        219.109       0.190282E+09    8.20476       0.666518        11.3224       0.190137E+09    145032.        0.00000        0.00000        148.802       -30.3705        1.10186               1           1        3608
          59    10.1320        10.0543        10.3247       -19.1529        245.883        141.543       0.192228E+09    8.36442       0.414023        12.6674       0.191800E+09    112963.        314611.       0.115155E+07    109.152       -58.4577        93.8573               0           1        3595
          60    10.3112        9.86378        10.0083        13.8387        223.761        292.999       0.266829E+09    9.54088       0.664067        13.0049       0.265793E+09   0.103656E+07    0.00000        0.00000        232.096       -189.176       -123.234               1           1        3518
          61    9.88160        10.1764        10.5204       -20.7561        128.957        278.922       0.185112E+09    8.26547        1.93621        10.2852       0.185066E+09    46379.1        0.00000        0.00000       -62.6339        25.3264        228.123               1           1        3320
          62    9.82733        10.0840        10.1584        50.4495        121.871        232.533       0.281932E+09    9.33894       0.220285        13.6212       0.278180E+09   0.346606E+07    285701.        475733.       -99.8695       -38.0678       -20.2164               0           1        3262
          63    9.77491        10.2084        10.1418       -55.8940        199.020        207.647       0.155267E+09    7.28762       0.401652        11.3921       0.147487E+09   0.778010E+07    0.00000        0.00000       -135.834        47.2490       -31.5856               1           1        3255
          64    9.90923        10.2645        10.3524       -163.921        294.520        244.928       0.262859E+09    8.60309       0.383810        12.1296       0.262634E+09    140688.        84434.1        72107.9       -43.6752        85.7305        112.894               0           1        3235
          65    9.96425        10.3977        10.4855       -82.5123        325.253        135.858       0.265676E+09    9.19344        1.43630        10.9115       0.258394E+09   0.728256E+07    0.00000        0.00000       -5.92851        177.140        204.186               1           1        3180
          66    9.97307        10.1394        10.1879       -83.6069        255.226        229.531       0.823773E+11    11.7376       0.111273        30.8790       0.583015E+11   0.157492E+10   0.225009E+11   0.660457E+10   0.125555      -0.727257E-01   0.198966E-01           0           0        3171
          67    9.97882        10.0089        10.2921       -137.719        291.696        170.416       0.271126E+09    9.67059       0.277634        13.3232       0.270449E+09    503899.        173297.        196172.        4.07264       -89.6220        71.5181               0           1        3164
          68    10.1576        10.3421        10.1918       -20.8698        203.799        138.840       0.203025E+09    8.46578       0.620811        11.5015       0.202608E+09    416710.        0.00000        0.00000        126.733        139.028        2.72172               1           1        3154
          69    10.1705        10.3816        10.2173       -18.3123        174.845        177.208       0.259307E+09    8.78337        1.12052        11.3792       0.259225E+09    82012.1        0.00000        0.00000        135.596        166.097        20.1711               1           1        3129
          70    9.92487        10.1593        10.2427       -207.146       -12.3504        236.705       0.610526E+09    7.75535       0.259819        10.3973       0.604000E+09    234964.       0.629124E+07   0.306635E+07   -32.9475        13.5654        37.6191               0           1        3120
          71    9.90141        9.95879        9.89335        66.3790        215.844        284.687       0.241064E+09    9.27197        1.38608        11.7670       0.241018E+09    23158.3        23231.0        86775.0       -49.0377       -123.988       -202.072               0           1        3110
          72    9.87056        10.3068        10.2512       -20.7950        311.887        326.480       0.198416E+09    7.89727       0.372112        11.2337       0.198035E+09    307909.        72804.0        75338.7       -70.2063        114.745        43.4248               0           1        3079
          73    9.97322        10.1392        10.1878        34.7565        286.347        261.882       0.835704E+11    11.9255       0.110345        31.6506       0.593879E+11   0.159900E+10   0.225835E+11   0.664726E+10   0.226410      -0.209944      -0.487125E-01           0           0        3060
          74    9.84272        10.3695        10.3964      -0.140626        96.3899        382.928       0.240060E+09    8.55609       0.286630        12.3651       0.236778E+09   0.321326E+07    69613.5        184852.       -89.3071        157.822        143.055               0           1        3048
          75    10.0571        10.2173        10.2822       -91.2203        103.442        181.623       0.238239E+09    8.09131       0.116590        12.7695       0.235697E+09   0.241631E+07    125726.        425854.        57.8052        53.3436        64.7306               0           1        2920
          77    9.69085        10.2402        10.4486        102.699        302.882        233.429       0.326033E+09    9.29100       0.318702        12.9425       0.325985E+09    47840.1        0.00000        0.00000       -193.502        69.0619        178.902               1           1        2823
          78    9.91801        10.4730        10.5680        28.0162        157.742        362.637       0.143305E+10    8.87947       0.705000E-01    15.9186       0.136964E+10   0.312965E+08   0.321134E+08   0.133678E+08   -37.6513        228.792        260.778               0           1        2803
          79    10.1175        10.3428        10.1135       -145.310        93.9354        305.215       0.190996E+09    8.21930        2.80789        9.33940       0.190969E+09    27251.3        0.00000        0.00000        99.2287        139.445       -51.0088               1           1        2798
          80    9.98907        10.2543        10.1950       -150.201        304.513        204.683       0.246914E+09    7.94654       0.551850E-01    13.4723       0.246339E+09    248143.        327387.        438912.        11.1016        78.7626        4.91173               0           1        2793
          81    9.87941        10.2846        9.90700       -71.3388        81.4887        334.655       0.826571E+09    9.94068       0.242283        13.2848       0.826559E+09    11358.3        0.00000        0.00000       -64.1324        99.5223       -192.705               1           1        2768
