Lya       1215.6701 0.416400  6.265E8	1.00794         13.5984340
HI1026    1025.7223 0.079120  1.897E8	1.00794 	13.5984340
HI972      972.5368 0.029000  8.126E7	1.00794 	13.5984340
HI950      949.7431 0.013940  7.640E7	1.00794 	13.5984340
HI938      937.8035 0.007799  4.423E7	1.00794 	13.5984340
HI931      930.7483 0.004814  1.236E7	1.00794 	13.5984340
HI926      926.2257 0.003183  8.249E6	1.00794 	13.5984340
HI923      923.1504 0.002216  5.782E6	1.00794 	13.5984340
HI921      920.9631 0.001605  4.208E6	1.00794 	13.5984340
HI919      919.3514 0.00120   3.158E6	1.00794 	13.5984340
HI918      918.1294 0.000921  2.430E6	1.00794 	13.5984340
HI917      917.1806 7.226e-4  1.910E6	1.00794 	13.5984340
HI916a     916.429  0.000577  1.529E6	1.00794 	13.5984340
HI916b     915.824  0.000469  1.243E6	1.00794 	13.5984340
HI915a     915.329  0.000386  1.024E6	1.00794 	13.5984340
HI915b     914.919  0.000321  8.533E5	1.00794 	13.5984340
HI915c     914.576  0.000270  7.186E5	1.00794 	13.5984340
HI914a     914.286  0.000230  6.109E5	1.00794 	13.5984340
HI914b     914.039  0.000197  5.237E5	1.00794 	13.5984340
HI914c     913.826  0.000170  4.523E5	1.00794 	13.5984340
HI914d     913.641  0.000148  3.933E5	1.00794 	13.5984340
HI913a     913.480  0.000129  3.443E5	1.00794 	13.5984340
HI913b     913.339  0.000114  3.030E5	1.00794 	13.5984340
HI913c     913.215  0.000101  2.679E5	1.00794 	13.5984340
HI913d     913.104  0.000089  2.382E5	1.00794 	13.5984340
HI913e     913.006  0.000080  2.127E5	1.00794 	13.5984340
HI913f     912.918  0.000071  1.907E5	1.00794 	13.5984340
HI913g     912.839  0.000064  1.716E5	1.00794 	13.5984340
HI913g     912.768  0.000058  1.550E5	1.00794 	13.5984340
HI913h     912.703  0.000053  1.405E5	1.00794 	13.5984340
HI913i     912.645  0.000048  1.277E5	1.00794 	13.5984340
LLS        912.645  0.0000    0.00000	1.00794 	13.5984340
HI6565    6564.623  0.695800  6.465E7	1.00794 	13.5984340
HI4863    4862.688  0.121800  2.062E7	1.00794 	13.5984340
HI4342    4341.690  0.044370  9.425E6	1.00794        	13.5984340
DI1215    1215.3394 0.416500  6.270E8	2.01355321270  	13.5984340
DI1025    1025.4433 0.079100  1.898E8	2.01355321270  	13.5984340
DI972      972.2722 0.029010  8.132E7	2.01355321270  	13.5984340
DI949      949.4847 0.013950  7.646E7	2.01355321270  	13.5984340
DI938      937.5484 0.007808  4.127E7	2.01355321270  	13.5984340
DI930      930.4951 0.004817  1.237E7	2.01355321270  	13.5984340
DI925      925.9737 0.003184  8.256E6	2.01355321270  	13.5984340
DI923      922.899  0.002216  5.782E6	2.01355321270  	13.5984340
DI921      920.712  0.001605  4.208E6	2.01355321270  	13.5984340
DI919      919.102  0.001201  3.158E6	2.01355321270  	13.5984340
DI919      917.879  0.000921  2.430E6	2.01355321270  	13.5984340
DI917      916.931  0.000723  1.910E6	2.01355321270  	13.5984340
DI916a     916.179  0.000577  1.529E6	2.01355321270  	13.5984340
DI916b     915.575  0.000469  1.243E6	2.01355321270  	13.5984340
DI915      915.080  0.000386  1.024E6	2.01355321270  	13.5984340
HeI584     584.334  0.285000  2.000e8	4.002602 	24.5873876
HeI537     537.0296 0.0752    2.000e8	4.002602 	24.5873876
BeII3131  3131.327  0.338200  1.150E8	9.012182	18.211153
BeII3132  3131.973  0.169000  1.150E8	9.012182	18.211153
BeII1036a 1036.319  0.026730  1.788E8	9.012182	18.211153
BeII1036b 1036.299  0.053450  1.788E8	9.012182	18.211153
CI945      945.193  0.272600  6.783E8	12.0107		11.26030
CI1140    1139.793  0.013960  2.389e7	12.0107		11.26030
CI1156    1155.809  0.017250  2.870e7	12.0107		11.26030
CI1157    1157.186  0.549500  9.125E8	12.0107		11.26030
CI1158    1157.910  0.021780  3.612e7	12.0107		11.26030
CI1189    1188.833  0.016760  2.637E7	12.0107		11.26030
CI1193    1193.031  0.044470  1.302E8	12.0107		11.26030
CI1194    1193.996  0.009407  1.467E7	12.0107		11.26030
CI1261    1260.736  0.039370  1.868e8	12.0107		11.26030
CI1276    1276.483  0.004502  8.790E7	12.0107		11.26030
CI1277    1277.245  0.096650  2.590E8	12.0107		11.26030
CI1280    1280.135  0.024320  1.063E8   12.0107		11.26030
CI1329    1328.833  0.058040  2.203E8	12.0107		11.26030   
CI1560    1560.309  0.080410  1.321e8	12.0107		11.26030    
CI1657    1656.928  0.140500  3.410e8  	12.0107		11.26030
CI*1561a  1560.682  0.060300  1.321E8  	12.0107		11.26030
CI*1561b  1560.709  0.020100  1.321E8  	12.0107		11.26030
CI*1656   1656.267  0.058570  3.415e8  	12.0107		11.26030
CI*1657   1657.379  0.035120  3.410E8  	12.0107		11.26030
CI*1658   1657.907  0.046810  3.408E8  	12.0107		11.26030
CI**1561a 1561.340  0.020500  1.321E8  	12.0107		11.26030
CI**1561b 1561.367  0.000804  1.321E8  	12.0107		11.26030
CI**1561c 1561.438  0.067500  1.319E8  	12.0107		11.26030
CI**1657  1657.008  0.105400  3.415E8  	12.0107		11.26030
CI**1658  1658.121  0.035110  3.410e8  	12.0107		11.26030
CII1335   1334.5323 0.1278    2.870e8  	12.0107 	24.38331
CII1036   1036.3367 0.1231    2.290e9  	12.0107 	24.38331
CII*1336a 1335.7077 0.1149    2.864e8  	12.0107 	24.38331
CII*1336b 1335.6627 0.01277   2.870e8	12.0107 	24.38331  
CII*1037  1037.0182 0.1230    2.290e9  	12.0107 	24.38331
CIII977    977.020  0.7620    1.775E9  	12.0107		47.88778
CIV1548   1548.195  0.190800  2.654E8   12.0107		64.49390
CIV1551   1550.770  0.095220  2.641E8   12.0107		64.49390
NI1201    1200.7098 0.04423   4.093e8 	14.0067 	14.53413 
NI1200a   1200.2233 0.08849   4.097e8   14.0067 	14.53413 
NI1200b   1199.5496 0.13280   4.104e8   14.0067 	14.53413 
NI1135    1134.9803 0.04023   1.389e8   14.0067 	14.53413
NI1134a   1134.4149 0.02683   1.391e8   14.0067 	14.53413
NI1134b   1134.1653 0.01342   1.392e8   14.0067 	14.53413
NI965a     965.0413 0.005801  1.080e8   14.0067 	14.53413
NI965b     964.6256 0.01180   1.095e8   14.0067 	14.53413
NI964      963.9903 0.01837   1.128e8   14.0067 	14.53413
NII1084   1083.990  0.1031    3.508e8   14.0067 	29.601287
NII916     915.612  0.1449    1.151e9   14.0067 	29.601287
NIII998    989.799  0.106600  4.352e8   14.0067 	47.44922
NV1239    1238.821  0.157000  3.411e8  	14.0067 	97.89013
NV1243    1242.804  0.078230  3.378e8  	14.0067 	97.89013
OI1356    1355.5977 1.248e-6  4.530E3  	15.9994 	13.618054
OI1302    1302.1685 0.048870  5.750e8  	15.9994		13.618054
OI1039    1039.2304 0.009197  1.888E8  	15.9994		13.618054
OI1026a   1026.4757 0.002460  5.303E7  	15.9994		13.618054
OI1026b   1025.762  0.020300  1.007E8  	15.9994		13.618054
OI989a     988.7734 0.043180  2.394E8  	15.9994		13.618054
OI989b     988.6549 0.007712  2.388E8  	15.9994		13.618054
OI989c     988.5778 0.0005146 2.384E8  	15.9994		13.618054
OI976      976.4481 0.003300  8.010e7  	15.9994		13.618054
OI972      971.738  0.014800  6.600e7  	15.9994		13.618054
OI951      950.8846 1.571e-3  3.876e7  	15.9994		13.618054
OI949      948.6855 6.446e-3  2.900e7  	15.9994		13.618054
OI938      937.8405 8.722e-4  1.102e7  	15.9994		13.618054
OI937      936.6295 3.735e-3  1.704e7  	15.9994		13.618054
OI*1305   1304.8576 0.04877   5.750e8  	15.9994		13.618054
OI**1306  1306.0286 0.04873   5.750e8  	15.9994		13.618054
OVI1032   1031.927  0.132900  4.163e8  	15.9994		138.1196
OVI1038   1037.616  0.066090  4.095e8  	15.9994		138.1196
NaI5892   5891.583  0.655000  6.300e7	22.989770	5.139075
NaI5898   5897.558  0.327000  6.280e7	22.989770	5.139075
NaI3303   3303.320  0.013400  2.000E8	22.989770	5.139075
NaI3304   3303.930  0.006700  2.000E8	22.989770	5.139075
MgI2853   2852.964  1.810000  4.950e8	24.3050		7.646231
MgI2026   2026.477  0.112000  1.200e8	24.3050		7.646231
MgI1828   1827.935  0.024500  2.000E8	24.3050		7.646231
MgI1748   1747.7937 0.009343  6.800e6	24.3050		7.646231
MgI1707   1707.061  0.004142  3.160e6	24.3050		7.646231
MgII2796  2796.352  0.6123    2.612e8  	24.3050		15.035255
MgII2803  2803.531  0.3054    2.592e8  	24.3050		15.035255
MgII1240  1240.3947 0.0001337 5.796e5  	24.3050		15.035255
MgII1240  1239.9253 0.0002675 5.802e5  	24.3050		15.035255
AlI3945   3945.122  0.116934  2.000E8  	26.981538	5.985755
AlI3083   3083.048  0.177427  2.000E8  	26.981538	5.985755
AlI2367   2367.0530 0.1211    7.204e7  	26.981538	5.985755
AlI2263   2263.4634 0.1017    6.616e7  	26.981538	5.985755
AlII1671  1670.787  1.880000  1.460e9  	26.981538	18.82857
AlIII1863 1862.790  0.268000  2.000E8  	26.981538	28.44764
AlIII1855 1854.716  0.539000  2.000E8  	26.981538	28.44764
SiI2515   2515.073  0.162000  2.000E8	28.0855		8.151683
SiI1846   1845.520  0.229000  1.496e8	28.0855		8.151683
SiI1631   1631.1705 0.2051    1.714e8	28.0855		8.151683
SiI1562   1562.002  0.3758    3.425e8	28.0855		8.151683
SiII2335  2335.123  3.720E-6  7.550e3   28.0855		16.345845
SiII1808  1808.0126 0.00208   6.749e6	28.0855		16.345845
SiII1527  1526.707  0.230300  1.960E9   28.0855		16.345845
SiII1304  1304.370  0.147300  1.720E9   28.0855		16.345845
SiII1260  1260.422  1.007000  2.533E9   28.0855		16.345845
SiII1193  1193.290  0.499100  3.495e9   28.0855		16.345845
SiII1190  1190.416  0.250200  3.503E9   28.0855		16.345845
SiII1021  1020.699  0.028280  6.680e8   28.0855		16.345845
